,ISO,year,country,break,local_currency_code,F_local,F_usd,M_local,M_usd,T_local,T_usd,ratio_local,ratio_usd,female_share,male_share,balanced_avg,balanced_ratio
577,GRC,2017,Greece,False,EUR,812.381,917.732,930.607,1051.289,877.024,990.758,0.872,0.872,0.453,0.546,871.493,0.932
578,GRC,2018,Greece,False,EUR,824.894,974.162,936.551,1106.024,886.053,1046.388,0.88,0.88,0.452,0.547,880.722,0.936
579,GRC,2019,Greece,False,EUR,815.188,912.583,946.448,1059.525,885.524,991.322,0.861,0.861,0.464,0.535,880.818,0.925
580,GRC,2020,Greece,False,EUR,839.109,958.427,964.115,1101.209,905.562,1034.329,0.87,0.87,0.468,0.531,901.612,0.93
581,GRC,2021,Greece,False,EUR,1761.84,2083.799,2073.609,2452.541,1933.513,2286.844,0.849,0.849,0.449,0.55,1917.724,0.918
582,GRC,2022,Greece,False,EUR,1703.43,1793.794,1995.069,2100.904,1863.911,1962.789,0.853,0.853,0.449,0.55,1849.249,0.921
583,GRC,2023,Greece,False,EUR,1732.967,1873.803,2025.562,2190.176,1893.231,2047.091,0.855,0.855,0.452,0.547,1879.264,0.922
584,GTM,2002,Guatemala,True,GTQ,1554.248,198.711,1733.579,221.639,1678.841,214.64,0.896,0.896,0.305,0.694,1643.913,0.945
585,GTM,2003,Guatemala,True,GTQ,1552.8,195.546,1833.144,230.85,1746.948,219.995,0.847,0.847,0.307,0.692,1692.972,0.917
586,GTM,2004,Guatemala,True,GTQ,1534.71,193.131,1748.068,219.98,1684.397,211.967,0.877,0.877,0.298,0.701,1641.389,0.935
587,GTM,2006,Guatemala,True,GTQ,1928.79,253.7,2227.444,292.983,2131.916,280.418,0.865,0.865,0.319,0.68,2078.117,0.928
588,GTM,2010,Guatemala,True,GTQ,2020.495,250.751,2229.345,276.67,2166.921,268.923,0.906,0.906,0.298,0.701,2124.92,0.95
589,GTM,2011,Guatemala,False,GTQ,1943.404,249.621,2277.189,292.494,2173.883,279.225,0.853,0.853,0.309,0.69,2110.296,0.92
590,GTM,2022,Guatemala,False,GTQ,2704.136,349.0,3126.857,403.557,2982.123,384.877,0.864,0.864,0.342,0.657,2915.496,0.927
591,GTM,2023,Guatemala,False,GTQ,2612.324,333.546,2880.545,367.793,2792.624,356.567,0.906,0.906,0.327,0.672,2746.434,0.951
592,GUY,2018,Guyana,True,GYD,68469.065,329.627,82316.024,396.29,76729.473,369.395,0.831,0.831,0.403,0.596,75392.544,0.908
593,GUY,2019,Guyana,False,GYD,74712.503,358.333,86863.156,416.61,81867.118,392.648,0.86,0.86,0.411,0.588,80787.829,0.924
594,HKG,2005,"Hong Kong, China",False,HKD,8000.0,1028.63,11000.0,1414.367,,,0.727,0.727,,,9500.0,0.842
595,HKG,2007,"Hong Kong, China",False,HKD,8000.0,1025.454,12000.0,1538.182,10000.1,1281.831,0.666,0.666,0.499,0.5,10000.0,0.8
596,HKG,2010,"Hong Kong, China",False,HKD,9000.0,1158.425,12000.0,1544.567,11000.0,1415.853,0.75,0.749,0.333,0.666,10500.0,0.857
597,HKG,2011,"Hong Kong, China",False,HKD,9000.0,1156.218,13000.0,1670.092,11000.0,1413.155,0.692,0.692,0.5,0.5,11000.0,0.818
598,HKG,2012,"Hong Kong, China",False,HKD,10000.0,1289.255,14000.0,1804.957,12000.0,1547.106,0.714,0.714,0.5,0.5,12000.0,0.833
599,HKG,2013,"Hong Kong, China",False,HKD,10500.0,1353.791,15000.0,1933.987,12600.0,1624.549,0.7,0.7,0.533,0.466,12750.0,0.823
600,HKG,2014,"Hong Kong, China",False,HKD,11000.0,1418.607,15000.0,1934.465,13000.0,1676.536,0.733,0.733,0.5,0.5,13000.0,0.846
601,HKG,2015,"Hong Kong, China",False,HKD,11800.0,1522.237,16500.0,2128.552,14200.0,1831.844,0.715,0.715,0.489,0.51,14150.0,0.833
602,HKG,2016,"Hong Kong, China",False,HKD,12000.0,1545.944,18000.0,2318.915,15000.0,1932.429,0.666,0.666,0.5,0.5,15000.0,0.8
603,HRV,2003,Croatia,True,HRK,5251.0,783.15,5868.0,875.172,5599.0,835.052,0.894,0.894,0.435,0.564,5559.5,0.944
604,HRV,2004,Croatia,False,HRK,5540.0,918.079,6206.0,1028.446,5916.0,980.389,0.892,0.892,0.435,0.564,5873.0,0.943
605,HRV,2005,Croatia,False,HRK,5806.025,975.928,6492.36,1091.293,6191.67,1040.75,0.894,0.894,0.438,0.561,6149.192,0.944
606,HRV,2006,Croatia,False,HRK,6149.0,1053.309,6909.0,1183.495,6575.0,1126.282,0.889,0.889,0.439,0.56,6529.0,0.941
607,HRV,2007,Croatia,False,HRK,6549.0,1220.795,7344.0,1368.991,6995.0,1303.934,0.891,0.891,0.438,0.561,6946.5,0.942
608,HRV,2008,Croatia,False,HRK,7016.0,1421.67,7892.0,1599.177,7507.0,1521.163,0.889,0.889,0.439,0.56,7454.0,0.941
609,HRV,2009,Croatia,False,HRK,7181.0,1359.022,8033.0,1520.265,7655.0,1448.728,0.893,0.893,0.443,0.556,7607.0,0.943
610,HRV,2010,Croatia,False,EUR,1165.939,1545.704,1350.473,1790.344,1262.145,1673.247,0.863,0.863,0.478,0.521,1258.206,0.926
611,HRV,2011,Croatia,False,EUR,1153.725,1605.934,1336.908,1860.915,1248.844,1738.334,0.862,0.862,0.48,0.519,1245.316,0.926
612,HRV,2012,Croatia,False,EUR,1147.991,1474.926,1319.585,1695.388,1239.342,1592.293,0.869,0.869,0.467,0.532,1233.788,0.93
613,HRV,2013,Croatia,False,EUR,1109.55,1473.613,1261.463,1675.372,1190.134,1580.639,0.879,0.879,0.469,0.53,1185.506,0.935
614,HRV,2014,Croatia,False,EUR,1072.853,1425.286,1246.168,1655.535,1166.84,1550.148,0.86,0.86,0.457,0.542,1159.51,0.925
615,HRV,2015,Croatia,False,EUR,1178.047,1307.058,1357.66,1506.342,1274.332,1413.888,0.867,0.867,0.463,0.536,1267.853,0.929
616,HRV,2016,Croatia,False,EUR,1150.663,1273.673,1349.652,1493.934,1255.883,1390.141,0.852,0.852,0.471,0.528,1250.157,0.92
617,HRV,2017,Croatia,False,EUR,1211.194,1368.263,1454.196,1642.778,1339.598,1513.319,0.832,0.832,0.471,0.528,1332.695,0.908
618,HRV,2018,Croatia,False,EUR,1217.037,1437.266,1486.021,1754.923,1359.636,1605.668,0.818,0.818,0.469,0.53,1351.529,0.9
619,HRV,2019,Croatia,False,EUR,1306.257,1462.321,1591.588,1781.742,1456.336,1630.331,0.82,0.82,0.474,0.525,1448.922,0.901
620,HRV,2020,Croatia,False,EUR,1331.197,1520.488,1724.823,1970.086,1541.129,1760.272,0.771,0.771,0.466,0.533,1528.01,0.871
621,HRV,2021,Croatia,False,EUR,1448.363,1713.037,1766.881,2089.762,1618.889,1914.725,0.819,0.819,0.464,0.535,1607.622,0.9
622,HRV,2022,Croatia,False,EUR,1486.15,1564.989,1868.198,1967.303,1682.082,1771.314,0.795,0.795,0.487,0.512,1677.174,0.886
623,HRV,2023,Croatia,False,EUR,1245.609,1346.838,1605.844,1736.349,1430.873,1547.158,0.775,0.775,0.485,0.514,1425.726,0.873
624,HUN,1992,Hungary,False,HUF,19799.0,250.657,24505.0,310.236,22294.0,282.244,0.807,0.807,0.469,0.53,22152.0,0.893
625,HUN,1993,Hungary,False,HUF,23964.0,260.668,30106.0,327.477,27173.0,295.573,0.795,0.795,0.477,0.522,27035.0,0.886
626,HUN,1994,Hungary,False,HUF,30126.0,286.476,37509.0,356.683,33939.0,322.735,0.803,0.803,0.483,0.516,33817.5,0.89
627,HUN,1995,Hungary,False,HUF,35310.0,280.948,44087.0,350.784,39854.0,317.103,0.8,0.8,0.482,0.517,39698.5,0.889
628,HUN,1996,Hungary,False,HUF,41738.0,273.429,52879.0,346.414,47491.0,311.117,0.789,0.789,0.483,0.516,47308.5,0.882
629,HUN,1997,Hungary,False,HUF,50910.0,272.553,65186.0,348.982,58259.0,311.897,0.78,0.78,0.485,0.514,58048.0,0.877
630,HUN,1998,Hungary,False,HUF,60521.0,282.279,76487.0,356.746,68718.0,320.511,0.791,0.791,0.486,0.513,68504.0,0.883
631,HUN,1999,Hungary,True,HUF,68431.0,288.561,84649.0,356.949,76973.0,324.581,0.808,0.808,0.473,0.526,76540.0,0.894
632,HUN,2000,Hungary,False,HUF,77761.0,275.573,96563.0,342.205,87566.0,310.321,0.805,0.805,0.478,0.521,87162.0,0.892
633,HUN,2001,Hungary,False,HUF,92217.0,321.886,113311.0,395.515,103280.0,360.501,0.813,0.813,0.475,0.524,102764.0,0.897
634,HUN,2002,Hungary,False,HUF,111725.0,433.233,131413.0,509.577,122266.0,474.108,0.85,0.85,0.464,0.535,121569.0,0.919
635,HUN,2003,Hungary,False,HUF,128488.0,572.823,146496.0,653.106,138003.0,615.242,0.877,0.877,0.471,0.528,137492.0,0.934
636,HUN,2004,Hungary,False,HUF,133846.0,660.166,155183.0,765.407,145187.0,716.104,0.862,0.862,0.468,0.531,144514.5,0.926
637,HUN,2005,Hungary,False,EUR,414.874,516.14,503.244,626.081,459.119,571.186,0.824,0.824,0.499,0.5,459.059,0.903
638,HUN,2006,Hungary,False,EUR,463.492,581.96,546.532,686.225,506.616,636.106,0.848,0.848,0.48,0.519,505.012,0.917
639,HUN,2007,Hungary,False,EUR,597.694,819.126,666.16,912.958,633.315,867.944,0.897,0.897,0.479,0.52,631.926,0.945
640,HUN,2008,Hungary,False,EUR,688.211,1012.19,792.506,1165.583,743.632,1093.701,0.868,0.868,0.468,0.531,740.358,0.929
641,HUN,2009,Hungary,False,EUR,740.5,1032.836,851.18,1187.211,798.765,1114.103,0.869,0.869,0.473,0.526,795.839,0.93
642,HUN,2010,Hungary,False,EUR,672.845,892.001,764.583,1013.621,720.388,955.03,0.88,0.88,0.481,0.518,718.714,0.936
643,HUN,2011,Hungary,False,EUR,702.568,977.943,813.923,1132.944,760.199,1058.163,0.863,0.863,0.482,0.517,758.245,0.926
644,HUN,2012,Hungary,False,EUR,719.728,924.699,824.028,1058.701,774.353,994.88,0.873,0.873,0.476,0.523,771.877,0.932
645,HUN,2013,Hungary,False,EUR,694.844,922.836,819.942,1088.979,760.44,1009.955,0.847,0.847,0.475,0.524,757.393,0.917
646,HUN,2014,Hungary,False,EUR,713.274,947.585,844.109,1121.4,782.144,1039.079,0.845,0.845,0.473,0.526,778.691,0.915
647,HUN,2015,Hungary,False,EUR,704.708,781.883,796.299,883.504,753.44,835.951,0.884,0.884,0.467,0.532,750.503,0.938
648,HUN,2016,Hungary,False,EUR,709.892,785.782,841.486,931.444,779.873,863.244,0.843,0.843,0.468,0.531,775.689,0.915
649,HUN,2017,Hungary,False,EUR,774.36,874.78,893.318,1009.164,837.408,946.005,0.866,0.866,0.469,0.53,833.839,0.928
650,HUN,2018,Hungary,False,EUR,752.638,888.831,935.181,1104.406,847.867,1001.293,0.804,0.804,0.478,0.521,843.909,0.891
651,HUN,2019,Hungary,False,EUR,818.168,915.918,977.466,1094.248,901.438,1009.137,0.837,0.837,0.477,0.522,897.817,0.911
652,HUN,2020,Hungary,False,EUR,889.642,1016.146,1036.499,1183.885,967.429,1104.994,0.858,0.858,0.47,0.529,963.07,0.923
653,HUN,2021,Hungary,False,EUR,749.279,886.203,899.209,1063.531,829.992,981.664,0.833,0.833,0.461,0.538,824.243,0.909
654,HUN,2022,Hungary,False,EUR,891.799,939.108,1071.28,1128.11,987.405,1039.785,0.832,0.832,0.467,0.532,981.539,0.908
655,HUN,2023,Hungary,False,EUR,942.742,1019.358,1139.164,1231.742,1045.717,1130.701,0.827,0.827,0.475,0.524,1040.953,0.905
656,IDN,1996,Indonesia,False,IDR,300633.805,128.35,450500.961,192.333,404770.879,172.809,0.667,0.667,0.305,0.694,375567.383,0.8
657,IDN,1997,Indonesia,False,IDR,353267.131,121.424,514341.206,176.787,464434.204,159.633,0.686,0.686,0.309,0.69,433804.168,0.814
658,IDN,1998,Indonesia,False,IDR,420141.547,41.957,616929.912,61.609,553069.117,55.232,0.681,0.681,0.324,0.675,518535.729,0.81
659,IDN,1999,Indonesia,False,IDR,525819.839,66.94,750401.068,95.53,677691.823,86.274,0.7,0.7,0.323,0.676,638110.453,0.824
660,IDN,2000,Indonesia,False,IDR,326035.028,38.713,481307.615,57.15,430196.73,51.081,0.677,0.677,0.329,0.67,403671.321,0.807
661,IDN,2001,Indonesia,False,IDR,479151.411,46.697,642106.357,62.578,590866.355,57.584,0.746,0.746,0.314,0.685,560628.884,0.854
662,IDN,2002,Indonesia,False,IDR,561151.927,60.266,751114.126,80.668,691766.912,74.294,0.747,0.747,0.312,0.687,656133.026,0.855
663,IDN,2003,Indonesia,False,IDR,642182.877,74.872,852098.624,99.345,786859.657,91.739,0.753,0.753,0.31,0.689,747140.75,0.859
664,IDN,2004,Indonesia,False,IDR,676516.438,75.683,912644.785,102.099,840021.08,93.974,0.741,0.741,0.307,0.692,794580.611,0.851
665,IDN,2005,Indonesia,False,IDR,684004.726,70.482,929171.431,95.744,850790.049,87.668,0.736,0.736,0.319,0.68,806588.078,0.848
666,IDN,2006,Indonesia,False,IDR,824098.171,89.974,1080356.21,117.952,995447.946,108.682,0.762,0.762,0.331,0.668,952227.19,0.865
667,IDN,2007,Indonesia,False,IDR,892041.457,97.587,1163855.841,127.323,1075350.928,117.64,0.766,0.766,0.325,0.674,1027948.649,0.867
668,IDN,2008,Indonesia,True,IDR,950420.206,97.992,1235559.88,127.391,1139076.349,117.443,0.769,0.769,0.338,0.661,1092990.043,0.869
669,IDN,2009,Indonesia,False,IDR,1082934.459,104.229,1422047.951,136.868,1305004.134,125.603,0.761,0.761,0.345,0.654,1252491.205,0.864
670,IDN,2010,Indonesia,False,IDR,1154074.91,126.955,1492223.425,164.153,1373249.226,151.065,0.773,0.773,0.351,0.648,1323149.167,0.872
671,IDN,2011,Indonesia,False,IDR,1130844.123,128.937,1428567.257,162.885,1331778.138,151.849,0.791,0.791,0.325,0.674,1279705.69,0.883
672,IDN,2012,Indonesia,False,IDR,1214266.183,129.36,1514927.804,161.392,1416851.816,150.944,0.801,0.801,0.326,0.673,1364596.993,0.889
673,IDN,2013,Indonesia,True,IDR,1341639.695,128.249,1688280.351,161.384,1575305.674,150.585,0.794,0.794,0.325,0.674,1514960.023,0.885
674,IDN,2014,Indonesia,False,IDR,1432955.804,120.769,1833700.772,154.544,1703837.072,143.599,0.781,0.781,0.324,0.675,1633328.288,0.877
675,IDN,2015,Indonesia,False,IDR,1597587.138,119.317,1923907.864,143.689,1818033.31,135.781,0.83,0.83,0.324,0.675,1760747.501,0.907
676,IDN,2016,Indonesia,False,IDR,1830763.079,137.565,2271850.423,170.709,2125593.66,159.719,0.805,0.805,0.331,0.668,2051306.751,0.892
677,IDN,2017,Indonesia,False,IDR,2061855.943,154.09,2620257.918,195.822,2433700.752,181.88,0.786,0.786,0.334,0.665,2341056.93,0.88
678,IDN,2018,Indonesia,False,IDR,2083532.238,146.347,2658234.116,186.714,2465848.915,173.201,0.783,0.783,0.334,0.665,2370883.177,0.878
679,IDN,2019,Indonesia,False,IDR,2181905.693,154.224,2796506.274,197.666,2589312.729,183.02,0.78,0.78,0.337,0.662,2489205.983,0.876
680,IDN,2020,Indonesia,False,IDR,2186555.669,149.947,2752550.31,188.761,2561509.932,175.66,0.794,0.794,0.337,0.662,2469552.989,0.885
681,IDN,2021,Indonesia,True,IDR,2177332.312,152.174,2679556.797,187.275,2511508.115,175.53,0.812,0.812,0.334,0.665,2428444.554,0.896
682,IDN,2022,Indonesia,False,IDR,2269099.996,152.803,2895368.449,194.976,2690034.686,181.149,0.783,0.783,0.327,0.672,2582234.222,0.878
683,IDN,2023,Indonesia,False,IDR,2307995.085,151.474,3007410.446,197.377,2776803.875,182.242,0.767,0.767,0.329,0.67,2657702.765,0.868
684,IND,2005,India,False,INR,3787.866,85.893,5436.252,123.271,5121.703,116.138,0.696,0.696,0.19,0.809,4612.059,0.821
685,IND,2010,India,False,INR,7604.418,166.305,10027.428,219.295,9585.423,209.628,0.758,0.758,0.182,0.817,8815.922,0.862
686,IND,2012,India,False,INR,9220.648,172.551,12562.921,235.097,11910.637,222.89,0.733,0.733,0.195,0.804,10891.784,0.846
687,IND,2018,India,False,INR,11861.509,173.441,16813.444,245.848,15678.987,229.26,0.705,0.705,0.229,0.77,14337.476,0.827
688,IND,2019,India,False,INR,12150.884,172.548,17017.66,241.658,15799.338,224.358,0.714,0.714,0.25,0.749,14584.272,0.833
689,IND,2020,India,False,INR,12780.065,172.471,18428.805,248.703,17037.051,229.921,0.693,0.693,0.246,0.753,15604.435,0.819
690,IND,2021,India,False,INR,13228.623,178.964,19036.947,257.541,17583.076,237.873,0.694,0.694,0.25,0.749,16132.785,0.819
691,IND,2022,India,False,INR,14360.507,182.693,20268.842,257.858,18799.404,239.165,0.708,0.708,0.248,0.751,17314.674,0.829
692,IND,2023,India,False,INR,15058.111,182.303,21513.812,260.459,19783.492,239.512,0.699,0.699,0.268,0.731,18285.961,0.823
693,IRL,2002,Ireland,False,EUR,2298.92,2173.798,3027.36,2862.592,2641.09,2497.345,0.759,0.759,0.53,0.469,2663.14,0.863
694,IRL,2004,Ireland,False,EUR,1823.497,2268.253,2801.441,3484.719,2336.965,2906.956,0.65,0.65,0.474,0.525,2312.469,0.788
695,IRL,2005,Ireland,False,EUR,1906.654,2372.049,2807.203,3492.414,2372.294,2951.347,0.679,0.679,0.482,0.517,2356.928,0.808
696,IRL,2006,Ireland,False,EUR,2019.329,2535.468,2985.882,3749.07,2521.797,3166.366,0.676,0.676,0.48,0.519,2502.605,0.806
697,IRL,2008,Ireland,False,EUR,2707.209,3981.643,4009.65,5897.215,3361.282,4943.624,0.675,0.675,0.497,0.502,3358.429,0.806
698,IRL,2009,Ireland,False,EUR,2597.654,3623.163,3845.12,5363.106,3227.006,4500.972,0.675,0.675,0.495,0.504,3221.386,0.806
699,IRL,2010,Ireland,False,EUR,2774.141,3677.726,3963.397,5254.341,3350.99,4442.463,0.699,0.699,0.514,0.485,3368.769,0.823
700,IRL,2011,Ireland,False,EUR,2864.219,3986.865,4100.542,5707.77,3423.298,4765.077,0.698,0.698,0.547,0.452,3482.38,0.822
701,IRL,2012,Ireland,False,EUR,2906.058,3733.671,3986.797,5122.191,3418.78,4392.41,0.728,0.728,0.525,0.474,3446.427,0.843
702,IRL,2013,Ireland,False,EUR,3016.881,4006.774,4296.427,5706.162,3626.69,4816.672,0.702,0.702,0.523,0.476,3656.653,0.825
703,IRL,2014,Ireland,False,EUR,2951.622,3921.233,4293.584,5704.029,3595.739,4776.942,0.687,0.687,0.52,0.479,3622.603,0.814
704,IRL,2015,Ireland,False,EUR,2944.473,3266.93,4213.507,4674.941,3560.568,3950.496,0.698,0.698,0.514,0.485,3578.99,0.822
705,IRL,2016,Ireland,False,EUR,3071.79,3400.174,4288.114,4746.527,3678.744,4072.014,0.716,0.716,0.5,0.499,3679.952,0.834
706,IRL,2017,Ireland,False,EUR,3167.67,3578.457,4277.941,4832.71,3721.719,4204.355,0.74,0.74,0.5,0.499,3722.805,0.85
707,IRL,2018,Ireland,False,EUR,3228.284,3812.457,4531.751,5351.792,3887.973,4591.519,0.712,0.712,0.493,0.506,3880.017,0.832
708,IRL,2019,Ireland,False,EUR,3395.02,3800.639,4566.786,5112.401,3985.112,4461.232,0.743,0.743,0.496,0.503,3980.903,0.852
709,IRL,2020,Ireland,False,EUR,3390.305,3872.393,4630.093,5288.474,4021.022,4592.795,0.732,0.732,0.491,0.508,4010.198,0.845
710,IRL,2021,Ireland,False,EUR,3596.217,4253.391,4920.787,5820.013,4278.008,5059.773,0.73,0.73,0.485,0.514,4258.502,0.844
711,IRL,2022,Ireland,False,EUR,3642.007,3835.211,5094.519,5364.776,4387.157,4619.89,0.714,0.714,0.486,0.513,4368.263,0.833
712,IRL,2023,Ireland,False,EUR,3818.318,4128.627,5172.459,5592.817,4504.735,4870.828,0.738,0.738,0.493,0.506,4495.388,0.849
713,ISL,2010,Iceland,False,EUR,2031.996,2693.851,3036.211,4025.155,2541.736,3369.621,0.669,0.669,0.492,0.507,2534.103,0.801
714,ISL,2011,Iceland,False,EUR,2156.217,3001.357,3308.389,4605.129,2730.881,3801.265,0.651,0.651,0.501,0.498,2732.303,0.789
715,ISL,2012,Iceland,False,EUR,2320.387,2981.206,3504.932,4503.096,2921.164,3753.079,0.662,0.662,0.492,0.507,2912.659,0.796
716,ISL,2014,Iceland,False,EUR,2691.951,3576.259,4023.486,5345.205,3364.105,4469.216,0.669,0.669,0.495,0.504,3357.718,0.801
717,ISL,2015,Iceland,False,EUR,2719.717,3017.561,3943.053,4374.868,3351.985,3719.071,0.689,0.689,0.483,0.516,3331.385,0.816
718,ISL,2016,Iceland,False,EUR,20651.205,22858.883,29381.792,32522.797,25153.079,27842.021,0.702,0.702,0.484,0.515,25016.498,0.825
719,ISL,2017,Iceland,False,EUR,4518.56,5104.532,5862.352,6622.588,5232.809,5911.406,0.77,0.77,0.468,0.531,5190.456,0.87
720,ISL,2018,Iceland,False,EUR,5283.199,6239.218,6879.357,8124.207,6122.922,7230.892,0.767,0.767,0.473,0.526,6081.278,0.868
721,ISL,2019,Iceland,False,EUR,5226.14,5850.53,6896.771,7720.76,6056.891,6780.534,0.757,0.757,0.502,0.497,6061.455,0.862
722,ISR,2009,Israel,False,ILS,6280.0,1597.015,9526.0,2422.479,7947.0,2020.936,0.659,0.659,0.486,0.513,7903.0,0.794
723,ISR,2010,Israel,False,ILS,6386.0,1707.955,9720.0,2599.643,8100.0,2166.369,0.656,0.656,0.485,0.514,8053.0,0.792
724,ISR,2011,Israel,False,ILS,6600.0,1844.539,9976.0,2788.049,8325.0,2326.635,0.661,0.661,0.489,0.51,8288.0,0.796
725,ISR,2012,Israel,False,ILS,7244.0,1878.669,10953.0,2840.566,9149.0,2372.714,0.661,0.661,0.486,0.513,9098.5,0.796
726,ISR,2013,Israel,False,ILS,7280.0,2016.197,10683.0,2958.658,9030.0,2500.86,0.681,0.681,0.485,0.514,8981.5,0.81
727,ISR,2014,Israel,False,ILS,7439.0,2079.138,11114.0,3106.27,9317.0,2604.023,0.669,0.669,0.488,0.511,9276.5,0.801
728,ISR,2015,Israel,False,ILS,7666.0,1972.3,11219.0,2886.411,9503.0,2444.921,0.683,0.683,0.482,0.517,9442.5,0.811
729,ISR,2016,Israel,False,ILS,7633.0,1987.467,11664.0,3037.052,9724.0,2531.918,0.654,0.654,0.481,0.518,9648.5,0.791
730,ISR,2018,Israel,False,ILS,8546.0,2380.131,12498.0,3480.796,10584.0,2947.731,0.683,0.683,0.484,0.515,10522.0,0.812
731,ISR,2021,Israel,False,ILS,8670.0,2684.046,13126.0,4063.528,10928.0,3383.074,0.66,0.66,0.493,0.506,10898.0,0.795
732,ITA,2002,Italy,False,EUR,1612.32,1524.567,2008.9,1899.563,1880.12,1777.792,0.802,0.802,0.324,0.675,1810.61,0.89
733,ITA,2006,Italy,False,EUR,1865.0,2341.692,2271.0,2851.465,2099.0,2635.502,0.821,0.821,0.423,0.576,2068.0,0.901
734,ITA,2007,Italy,False,EUR,2322.827,3183.383,3023.628,4143.814,2725.037,3734.604,0.768,0.768,0.426,0.573,2673.227,0.868
735,ITA,2008,Italy,True,EUR,1055.891,1552.958,1327.267,1952.085,1210.181,1779.88,0.795,0.795,0.431,0.568,1191.579,0.886
736,ITA,2009,Italy,False,EUR,1076.051,1500.857,1342.1,1871.937,1226.329,1710.462,0.801,0.801,0.435,0.564,1209.075,0.889
737,ITA,2010,Italy,False,EUR,1096.278,1453.355,1365.152,1809.804,1247.144,1653.359,0.803,0.803,0.438,0.561,1230.715,0.89
738,ITA,2011,Italy,False,EUR,1104.727,1537.73,1381.381,1922.82,1258.837,1752.245,0.799,0.799,0.442,0.557,1243.054,0.888
739,ITA,2012,Italy,False,EUR,1102.635,1416.652,1385.247,1779.749,1258.506,1616.914,0.795,0.795,0.448,0.551,1243.941,0.886
740,ITA,2013,Italy,False,EUR,1109.764,1473.898,1392.136,1848.92,1264.564,1679.491,0.797,0.797,0.451,0.548,1250.949,0.887
741,ITA,2014,Italy,False,EUR,1130.777,1502.238,1414.914,1879.715,1286.271,1708.812,0.799,0.799,0.452,0.547,1272.845,0.888
