,ISO,year,country,break,local_currency_code,F_local,F_usd,M_local,M_usd,T_local,T_usd,ratio_local,ratio_usd,female_share,male_share,balanced_avg,balanced_ratio
790,KEN,2016,Kenya,False,KES,11291.57,111.242,16522.039,162.772,14493.296,142.785,0.683,0.683,0.387,0.612,13906.804,0.811
791,KEN,2019,Kenya,False,KES,12667.807,124.205,14662.588,143.763,13932.869,136.608,0.863,0.863,0.365,0.634,13665.197,0.927
792,KEN,2021,Kenya,False,KES,103189.375,941.185,132830.31,1211.538,122416.983,1116.559,0.776,0.776,0.351,0.648,118009.842,0.874
793,KGZ,2013,Kyrgyzstan,False,KGS,9113.0,188.137,12440.0,256.822,10601.0,218.857,0.732,0.732,0.552,0.447,10776.5,0.845
794,KGZ,2014,Kyrgyzstan,False,KGS,9732.0,181.384,13695.0,255.246,11516.0,214.634,0.71,0.71,0.549,0.45,11713.5,0.83
795,KGZ,2015,Kyrgyzstan,False,KGS,11125.3,172.587,14742.8,228.705,12715.6,197.257,0.754,0.754,0.56,0.439,12934.05,0.86
796,KGZ,2016,Kyrgyzstan,False,KGS,11743.0,167.963,15592.0,223.017,13428.0,192.064,0.753,0.753,0.562,0.437,13667.5,0.859
797,KGZ,2017,Kyrgyzstan,False,KGS,12183.0,176.907,16802.0,243.979,14217.0,206.442,0.725,0.725,0.559,0.44,14492.5,0.84
798,KGZ,2018,Kyrgyzstan,False,KGS,12574.0,182.655,17556.0,255.025,14760.0,214.409,0.716,0.716,0.561,0.438,15065.0,0.834
799,KGZ,2019,Kyrgyzstan,False,KGS,14421.0,206.636,18724.0,268.293,16287.0,233.374,0.77,0.77,0.566,0.433,16572.5,0.87
800,KGZ,2020,Kyrgyzstan,False,KGS,15078.0,194.942,19992.0,258.474,17198.0,222.351,0.754,0.754,0.568,0.431,17535.0,0.859
801,KGZ,2022,Kyrgyzstan,False,KGS,24954.0,296.661,31353.0,372.734,27684.0,329.116,0.795,0.795,0.573,0.426,28153.5,0.886
802,KHM,1996,Cambodia,False,KHR,73343.571,27.95,90022.31,34.306,85534.384,32.595,0.814,0.814,0.269,0.73,81682.94,0.897
803,KHM,1997,Cambodia,False,KHR,86151.738,29.241,106336.654,36.092,100896.964,34.246,0.81,0.81,0.269,0.73,96244.196,0.895
804,KHM,1999,Cambodia,False,KHR,140578.905,36.918,153197.88,40.232,148625.025,39.031,0.917,0.917,0.362,0.637,146888.392,0.957
805,KHM,2001,Cambodia,False,KHR,151676.003,38.729,160149.425,40.893,156499.312,39.961,0.947,0.947,0.43,0.569,155912.713,0.972
806,KHM,2003,Cambodia,False,KHR,180946.511,45.54,195676.083,49.247,189725.83,47.75,0.924,0.924,0.403,0.596,188311.297,0.96
807,KHM,2007,Cambodia,True,KHR,258002.972,63.608,319615.962,78.798,295074.854,72.747,0.807,0.807,0.398,0.601,288809.467,0.893
808,KHM,2008,Cambodia,False,KHR,289856.29,71.496,360939.22,89.029,331752.151,81.83,0.803,0.803,0.41,0.589,325397.755,0.89
809,KHM,2009,Cambodia,False,KHR,280092.189,67.666,369435.857,89.25,331703.379,80.134,0.758,0.758,0.422,0.577,324764.023,0.862
810,KHM,2010,Cambodia,False,KHR,319696.003,76.392,411132.609,98.242,373571.416,89.266,0.777,0.777,0.41,0.589,365414.306,0.874
811,KHM,2011,Cambodia,False,KHR,332202.537,81.854,459394.196,113.193,404130.953,99.576,0.723,0.723,0.434,0.565,395798.366,0.839
812,KHM,2012,Cambodia,True,KHR,419432.673,104.0,512990.284,127.198,474675.536,117.698,0.817,0.817,0.409,0.59,466211.478,0.899
813,KHM,2013,Cambodia,False,KHR,434135.032,107.799,542595.928,134.731,497094.711,123.433,0.8,0.8,0.419,0.58,488365.48,0.888
814,KHM,2014,Cambodia,False,KHR,547601.338,135.629,656486.238,162.597,610121.425,151.114,0.834,0.834,0.425,0.574,602043.788,0.909
815,KHM,2015,Cambodia,False,KHR,593957.912,146.016,702116.48,172.606,655840.741,161.229,0.845,0.845,0.427,0.572,648037.196,0.916
816,KHM,2016,Cambodia,False,KHR,677219.075,166.856,776808.275,191.394,736010.77,181.342,0.871,0.871,0.409,0.59,727013.675,0.931
817,KHM,2019,Cambodia,True,KHR,989757.638,243.714,1129400.327,278.099,1069006.114,263.228,0.876,0.876,0.432,0.567,1059578.982,0.934
818,KHM,2020,Cambodia,False,KHR,959838.046,234.52,1168823.995,285.582,1076082.625,262.922,0.821,0.821,0.443,0.556,1064331.02,0.901
819,KHM,2021,Cambodia,False,KHR,990326.807,241.618,1149011.394,280.334,1081316.447,263.818,0.861,0.861,0.426,0.573,1069669.1,0.925
820,KOR,2018,Republic of Korea,False,KRW,2703000.0,2456.908,4144000.0,3766.713,3593000.0,3265.879,0.652,0.652,0.382,0.617,3423500.0,0.789
821,KOR,2019,Republic of Korea,False,KRW,2827000.0,2425.865,4277000.0,3670.118,3720000.0,3192.154,0.66,0.66,0.384,0.615,3552000.0,0.795
822,KOR,2020,Republic of Korea,False,KRW,2863000.0,2425.725,4316000.0,3656.803,3757000.0,3183.181,0.663,0.663,0.384,0.615,3589500.0,0.797
823,KOR,2021,Republic of Korea,False,KRW,2934000.0,2564.794,4442000.0,3883.031,3858000.0,3372.52,0.66,0.66,0.387,0.612,3688000.0,0.795
824,KOR,2022,Republic of Korea,False,KRW,3129000.0,2422.864,4726000.0,3659.462,4091000.0,3167.765,0.662,0.662,0.397,0.602,3927500.0,0.796
825,LAO,2010,Lao People's Democratic Republic,True,LAK,961765.971,116.519,1192081.663,144.422,1111897.615,134.708,0.806,0.806,0.348,0.651,1076923.817,0.893
826,LAO,2017,Lao People's Democratic Republic,True,LAK,1822339.493,221.028,2073605.571,251.503,1977052.518,239.793,0.878,0.878,0.384,0.615,1947972.532,0.935
827,LAO,2022,Lao People's Democratic Republic,True,LAK,2115601.114,150.735,2727132.538,194.306,2503995.654,178.408,0.775,0.775,0.364,0.635,2421366.826,0.873
828,LBR,2014,Liberia,True,LRD,6763.374,80.62,8270.236,98.581,7995.283,95.304,0.817,0.817,0.182,0.817,7516.805,0.899
829,LBR,2016,Liberia,False,LRD,8342.195,88.345,12428.132,131.616,11477.563,121.549,0.671,0.671,0.232,0.767,10385.163,0.803
830,LKA,1990,Sri Lanka,False,LKR,1932.214,48.23,2168.668,54.132,2103.006,52.493,0.89,0.89,0.277,0.722,2050.44,0.942
831,LKA,1991,Sri Lanka,False,LKR,2084.598,50.387,2547.75,61.582,2505.654,60.565,0.818,0.818,0.09,0.909,2316.174,0.9
832,LKA,1992,Sri Lanka,False,LKR,2449.674,55.891,2801.625,63.921,2715.152,61.948,0.874,0.874,0.245,0.754,2625.649,0.932
833,LKA,1994,Sri Lanka,False,LKR,3138.584,63.515,3530.43,71.444,3444.753,69.71,0.889,0.889,0.218,0.781,3334.506,0.941
834,LKA,1995,Sri Lanka,False,LKR,2937.106,57.308,4050.234,79.026,3910.579,76.302,0.725,0.725,0.125,0.874,3493.67,0.84
835,LKA,1997,Sri Lanka,False,LKR,3035.763,51.458,3299.734,55.933,3087.07,52.328,0.92,0.919,0.805,0.194,3167.748,0.958
836,LKA,1998,Sri Lanka,False,LKR,3255.18,50.507,3961.425,61.465,3447.646,53.493,0.821,0.821,0.727,0.272,3608.302,0.902
837,LKA,1999,Sri Lanka,False,LKR,3358.468,47.547,4094.287,57.964,4001.684,56.653,0.82,0.82,0.125,0.874,3726.377,0.901
838,LKA,2000,Sri Lanka,False,LKR,3842.637,49.901,4703.32,61.078,4445.278,57.727,0.817,0.817,0.299,0.7,4272.978,0.899
839,LKA,2001,Sri Lanka,False,LKR,4185.773,46.83,4945.743,55.332,4864.662,54.425,0.846,0.846,0.106,0.893,4565.758,0.916
840,LKA,2002,Sri Lanka,False,LKR,4468.612,46.712,5321.431,55.627,5220.876,54.576,0.839,0.839,0.117,0.882,4895.021,0.912
841,LKA,2003,Sri Lanka,False,LKR,4879.746,50.556,5772.236,59.803,5633.832,58.369,0.845,0.845,0.155,0.844,5325.991,0.916
842,LKA,2004,Sri Lanka,False,LKR,5293.793,52.313,6165.197,60.924,6015.756,59.447,0.858,0.858,0.171,0.828,5729.495,0.923
843,LKA,2005,Sri Lanka,False,LKR,6043.572,60.136,6433.371,64.015,6411.141,63.794,0.939,0.939,0.057,0.942,6238.471,0.968
844,LKA,2006,Sri Lanka,False,LKR,6516.858,62.714,7592.053,73.061,7162.478,68.927,0.858,0.858,0.399,0.6,7054.455,0.923
845,LKA,2008,Sri Lanka,False,LKR,8464.042,78.129,10284.456,94.933,9362.504,86.423,0.822,0.822,0.506,0.493,9374.249,0.902
846,LKA,2009,Sri Lanka,False,LKR,11021.0,95.881,13506.0,117.5,12687.0,110.375,0.816,0.816,0.329,0.67,12263.5,0.898
847,LKA,2010,Sri Lanka,True,LKR,11876.08,105.038,14658.657,129.649,13749.943,121.612,0.81,0.81,0.326,0.673,13267.368,0.895
848,LKA,2011,Sri Lanka,True,LKR,13392.288,121.126,16101.667,145.631,15227.925,137.728,0.831,0.831,0.322,0.677,14746.977,0.908
849,LKA,2012,Sri Lanka,False,LKR,11221.0,87.937,16385.0,128.406,14497.0,113.61,0.684,0.684,0.365,0.634,13803.0,0.812
850,LKA,2013,Sri Lanka,False,LKR,16796.851,130.138,20432.546,158.307,19209.289,148.83,0.822,0.822,0.336,0.663,18614.698,0.902
851,LKA,2014,Sri Lanka,False,LKR,18529.496,141.918,21796.725,166.942,20709.87,158.618,0.85,0.85,0.332,0.667,20163.11,0.918
852,LKA,2015,Sri Lanka,False,LKR,21354.722,157.185,25263.566,185.957,23924.724,176.102,0.845,0.845,0.342,0.657,23309.144,0.916
853,LKA,2016,Sri Lanka,False,LKR,23354.651,160.423,28887.14,198.426,27007.9,185.517,0.808,0.808,0.339,0.66,26120.895,0.894
854,LKA,2017,Sri Lanka,False,LKR,25628.441,168.114,31744.161,208.232,29562.582,193.921,0.807,0.807,0.356,0.643,28686.301,0.893
855,LKA,2018,Sri Lanka,False,LKR,27398.711,168.644,32970.947,202.942,31083.061,191.322,0.83,0.83,0.338,0.661,30184.828,0.907
856,LKA,2019,Sri Lanka,False,LKR,31574.491,176.646,39713.374,222.179,36468.978,204.028,0.795,0.795,0.398,0.601,35643.932,0.885
857,LKA,2020,Sri Lanka,False,LKR,32352.327,174.319,40220.001,216.711,37032.148,199.535,0.804,0.804,0.405,0.594,36286.164,0.891
858,LKA,2021,Sri Lanka,False,LKR,35749.565,179.859,42566.272,214.155,39797.378,200.224,0.839,0.839,0.406,0.593,39157.918,0.912
859,LKA,2022,Sri Lanka,False,LKR,40597.401,125.832,47039.725,145.8,44294.45,137.291,0.863,0.863,0.426,0.573,43818.562,0.926
860,LSO,2019,Lesotho,False,LSL,3062.682,211.973,3619.483,250.511,3350.693,231.907,0.846,0.846,0.482,0.517,3341.082,0.916
861,LTU,2015,Lithuania,False,EUR,804.366,892.455,909.099,1008.657,856.993,950.845,0.884,0.884,0.497,0.502,856.732,0.938
862,LTU,2016,Lithuania,False,EUR,886.118,980.847,1022.624,1131.946,953.298,1055.208,0.866,0.866,0.507,0.492,954.371,0.928
863,LTU,2017,Lithuania,False,EUR,943.099,1065.402,1095.443,1237.502,1016.515,1148.338,0.86,0.86,0.518,0.481,1019.271,0.925
864,LTU,2018,Lithuania,False,EUR,991.902,1171.391,1207.946,1426.53,1096.164,1294.52,0.821,0.821,0.517,0.482,1099.924,0.901
865,LTU,2019,Lithuania,False,EUR,1049.576,1174.973,1328.743,1487.494,1184.715,1326.259,0.789,0.789,0.515,0.484,1189.159,0.882
866,LTU,2020,Lithuania,False,EUR,1182.688,1350.862,1439.451,1644.135,1308.616,1494.696,0.821,0.821,0.509,0.49,1311.069,0.902
867,LTU,2021,Lithuania,False,EUR,1337.431,1581.834,1628.229,1925.773,1477.096,1747.021,0.821,0.821,0.519,0.48,1482.83,0.901
868,LTU,2022,Lithuania,False,EUR,1427.01,1502.71,1739.712,1832.001,1577.433,1661.113,0.82,0.82,0.518,0.481,1583.36,0.901
869,LTU,2023,Lithuania,False,EUR,1627.419,1759.677,1994.607,2156.706,1801.334,1947.726,0.815,0.815,0.526,0.473,1811.013,0.898
870,LUX,2002,Luxembourg,False,EUR,2384.35,2254.579,3018.83,2854.526,2808.82,2655.946,0.789,0.789,0.33,0.669,2701.59,0.882
871,LUX,2006,Luxembourg,False,EUR,2824.436,3546.359,4351.054,5463.179,3708.261,4656.088,0.649,0.649,0.421,0.578,3587.745,0.787
872,LUX,2009,Luxembourg,False,EUR,3624.555,5055.465,5387.903,7514.952,4656.283,6494.502,0.672,0.672,0.414,0.585,4506.229,0.804
873,LUX,2010,Luxembourg,False,EUR,3592.112,4762.122,5231.004,6934.829,4508.324,5976.76,0.686,0.686,0.44,0.559,4411.558,0.814
874,LUX,2011,Luxembourg,False,EUR,3586.788,4992.649,5305.085,7384.44,4547.447,6329.843,0.676,0.676,0.44,0.559,4445.936,0.806
875,LUX,2012,Luxembourg,False,EUR,3748.473,4815.996,5226.652,6715.144,4573.975,5876.591,0.717,0.717,0.441,0.558,4487.562,0.835
876,LUX,2013,Luxembourg,False,EUR,4001.998,5315.125,5374.041,7137.361,4771.52,6337.142,0.744,0.744,0.439,0.56,4688.019,0.853
877,LUX,2014,Luxembourg,False,EUR,4148.755,5511.624,5366.377,7129.236,4821.604,6405.504,0.773,0.773,0.447,0.552,4757.566,0.872
878,LUX,2015,Luxembourg,False,EUR,4052.668,4496.488,5322.387,5905.257,4736.131,5254.798,0.761,0.761,0.461,0.538,4687.527,0.864
879,LUX,2016,Luxembourg,False,EUR,4432.61,4906.47,5793.9,6413.286,5195.178,5750.559,0.765,0.765,0.439,0.56,5113.254,0.866
880,LUX,2017,Luxembourg,False,EUR,4678.91,5285.676,6228.456,7036.169,5526.18,6242.821,0.751,0.751,0.453,0.546,5453.683,0.857
881,LUX,2018,Luxembourg,False,EUR,3183.312,3759.347,3959.256,4675.701,3596.301,4247.068,0.804,0.804,0.467,0.532,3571.283,0.891
882,LUX,2019,Luxembourg,False,EUR,5363.567,6004.376,6916.779,7743.157,6190.946,6930.606,0.775,0.775,0.467,0.532,6140.173,0.873
883,LUX,2020,Luxembourg,False,EUR,5532.861,6319.612,6982.256,7975.105,6305.456,7202.067,0.792,0.792,0.466,0.533,6257.558,0.884
884,LUX,2021,Luxembourg,False,EUR,5728.68,6775.54,7404.023,8757.037,6645.866,7860.333,0.773,0.773,0.452,0.547,6566.351,0.872
885,LUX,2022,Luxembourg,False,EUR,6330.64,6666.472,7622.175,8026.521,7043.999,7417.673,0.83,0.83,0.447,0.552,6976.407,0.907
886,LUX,2023,Luxembourg,False,EUR,6484.001,7010.946,8402.144,9084.975,7522.332,8133.662,0.771,0.771,0.458,0.541,7443.072,0.871
887,LVA,1992,Latvia,False,LVL,18.69,25.378,22.97,31.189,21.5,29.193,0.813,0.813,0.343,0.656,20.83,0.897
888,LVA,1994,Latvia,False,LVL,53.65,95.846,69.72,124.556,61.37,109.638,0.769,0.769,0.519,0.48,61.685,0.869
889,LVA,1995,Latvia,False,LVL,72.64,137.684,92.82,175.934,82.35,156.089,0.782,0.782,0.518,0.481,82.729,0.878
890,LVA,1996,Latvia,False,LVL,79.07,143.568,100.73,182.896,89.41,162.342,0.784,0.784,0.522,0.477,89.9,0.879
891,LVA,1997,Latvia,False,LVL,97.91,168.544,122.83,211.442,109.81,189.029,0.797,0.797,0.522,0.477,110.37,0.887
892,LVA,1998,Latvia,False,LVL,109.26,185.239,137.71,233.473,123.07,208.652,0.793,0.793,0.514,0.485,123.485,0.884
893,LVA,1999,Latvia,False,LVL,118.48,202.472,148.1,253.09,132.61,226.619,0.8,0.8,0.522,0.477,133.29,0.888
894,LVA,2000,Latvia,False,LVL,126.16,208.013,160.45,264.551,141.75,233.718,0.786,0.786,0.545,0.454,143.305,0.88
895,LVA,2001,Latvia,False,LVL,133.39,212.433,166.41,265.019,149.14,237.516,0.801,0.801,0.523,0.476,149.899,0.889
896,LVA,2002,Latvia,False,EUR,246.4,232.989,312.52,295.511,281.43,266.113,0.788,0.788,0.47,0.529,279.46,0.881
897,LVA,2003,Latvia,False,LVL,161.69,282.934,194.46,340.277,177.21,310.092,0.831,0.831,0.526,0.473,178.075,0.907
898,LVA,2004,Latvia,False,LVL,179.2,331.708,211.71,391.886,194.89,360.752,0.846,0.846,0.517,0.482,195.454,0.916
899,LVA,2005,Latvia,False,LVL,204.06,361.349,249.13,441.159,225.64,399.563,0.819,0.819,0.521,0.478,226.595,0.9
900,LVA,2006,Latvia,False,EUR,428.0,537.396,511.0,641.611,465.0,583.854,0.837,0.837,0.554,0.445,469.5,0.911
901,LVA,2007,Latvia,False,LVL,484.802,943.578,627.842,1221.978,556.238,1082.614,0.772,0.772,0.5,0.499,556.322,0.871
902,LVA,2008,Latvia,False,LVL,712.323,1481.486,889.678,1850.348,799.756,1663.329,0.8,0.8,0.507,0.492,801.0,0.889
903,LVA,2009,Latvia,False,LVL,857.885,1696.934,1055.789,2088.397,947.843,1874.874,0.812,0.812,0.545,0.454,956.837,0.896
904,LVA,2010,Latvia,False,LVL,765.803,1443.617,911.828,1718.891,833.628,1571.475,0.839,0.839,0.535,0.464,838.815,0.912
905,LVA,2011,Latvia,False,LVL,705.523,1407.574,853.274,1702.349,774.536,1545.261,0.826,0.826,0.532,0.467,779.398,0.905
906,LVA,2012,Latvia,False,LVL,760.45,1390.537,908.766,1661.743,829.881,1517.497,0.836,0.836,0.531,0.468,834.608,0.911
907,LVA,2013,Latvia,False,LVL,760.486,1436.529,957.453,1808.592,852.819,1610.942,0.794,0.794,0.531,0.468,858.969,0.885
908,LVA,2014,Latvia,False,EUR,824.411,1095.23,1030.349,1368.821,922.808,1225.951,0.8,0.8,0.522,0.477,927.38,0.888
909,LVA,2015,Latvia,False,EUR,917.451,1017.924,1111.64,1233.379,1012.796,1123.71,0.825,0.825,0.509,0.49,1014.545,0.904
910,LVA,2016,Latvia,False,EUR,945.408,1046.476,1182.274,1308.662,1060.314,1173.664,0.799,0.799,0.514,0.485,1063.841,0.888
911,LVA,2017,Latvia,False,EUR,1004.47,1134.731,1224.892,1383.737,1111.082,1255.168,0.82,0.82,0.516,0.483,1114.681,0.901
912,LVA,2018,Latvia,False,EUR,1111.815,1313.003,1397.901,1650.858,1247.526,1473.271,0.795,0.795,0.525,0.474,1254.858,0.886
913,LVA,2019,Latvia,False,EUR,1217.525,1362.988,1546.835,1731.643,1378.653,1543.367,0.787,0.787,0.51,0.489,1382.18,0.88
914,LVA,2020,Latvia,False,EUR,1301.799,1486.909,1635.674,1868.261,1463.113,1671.162,0.795,0.795,0.516,0.483,1468.736,0.886
915,LVA,2021,Latvia,False,EUR,1407.712,1664.958,1750.738,2070.668,1573.225,1860.716,0.804,0.804,0.517,0.482,1579.225,0.891
916,LVA,2022,Latvia,False,EUR,1433.242,1509.274,1820.282,1916.845,1619.13,1705.023,0.787,0.787,0.519,0.48,1626.762,0.881
917,LVA,2023,Latvia,False,EUR,1599.777,1729.789,2062.13,2229.716,1815.548,1963.095,0.775,0.775,0.533,0.466,1830.953,0.873
918,MAC,1994,"Macao, China",False,MOP,3529.0,443.326,5109.0,641.811,4476.0,562.292,0.69,0.69,0.4,0.599,4319.0,0.817
919,MAC,1995,"Macao, China",False,MOP,3806.0,477.675,5591.0,701.703,4832.0,606.444,0.68,0.68,0.425,0.574,4698.5,0.81
920,MAC,1996,"Macao, China",False,MOP,3924.0,492.569,5716.0,717.514,4914.0,616.841,0.686,0.686,0.447,0.552,4820.0,0.814
921,MAC,1997,"Macao, China",False,MOP,4032.0,505.561,6094.0,764.11,5221.0,654.647,0.661,0.661,0.423,0.576,5063.0,0.796
922,MAC,2009,"Macao, China",False,MOP,7100.0,889.247,10000.0,1252.461,8500.0,1064.592,0.71,0.709,0.517,0.482,8550.0,0.83
923,MAC,2010,"Macao, China",False,MOP,7500.0,937.24,10000.0,1249.654,8900.0,1112.192,0.75,0.749,0.44,0.56,8750.0,0.857
924,MAC,2011,"Macao, China",False,MOP,8300.0,1035.144,11000.0,1371.878,10000.0,1247.161,0.754,0.754,0.37,0.629,9650.0,0.86
925,MAC,2012,"Macao, China",False,MOP,10000.0,1251.586,12000.0,1501.903,11000.0,1376.744,0.833,0.833,0.5,0.5,11000.0,0.909
926,MAC,2013,"Macao, China",False,MOP,11000.0,1376.849,13000.0,1627.185,12000.0,1502.017,0.846,0.846,0.5,0.5,12000.0,0.916
927,MAC,2014,"Macao, China",False,MOP,12000.0,1502.417,15000.0,1878.022,13000.0,1627.619,0.8,0.799,0.666,0.333,13500.0,0.888
928,MAC,2015,"Macao, China",False,MOP,13500.0,1690.678,15000.0,1878.532,15000.0,1878.532,0.9,0.899,-0.0,1.0,14250.0,0.947
929,MAC,2016,"Macao, China",False,MOP,13500.0,1688.542,15000.0,1876.158,15000.0,1876.158,0.9,0.899,-0.0,1.0,14250.0,0.947
930,MAC,2017,"Macao, China",False,MOP,15000.0,1868.926,16000.0,1993.521,15000.0,1868.926,0.937,0.937,1.0,0.0,15500.0,0.967
931,MAC,2018,"Macao, China",False,MOP,15000.0,1858.159,17000.0,2105.913,15800.0,1957.261,0.882,0.882,0.6,0.4,16000.0,0.937
932,MDA,2007,Republic of Moldova,False,MDL,1199.308,98.79,1538.594,126.738,1359.036,111.948,0.779,0.779,0.529,0.47,1368.951,0.876
933,MDA,2008,Republic of Moldova,False,MDL,1463.505,140.829,1880.097,180.917,1660.551,159.791,0.778,0.778,0.527,0.472,1671.801,0.875
934,MDA,2009,Republic of Moldova,False,MDL,1604.111,144.39,1959.052,176.339,1769.551,159.282,0.818,0.818,0.533,0.466,1781.581,0.9
935,MDA,2010,Republic of Moldova,False,MDL,1745.003,141.076,2033.29,164.382,1876.597,151.714,0.858,0.858,0.543,0.456,1889.146,0.923
936,MDA,2011,Republic of Moldova,False,MDL,1879.084,160.077,2159.155,183.936,2007.839,171.046,0.87,0.87,0.54,0.459,2019.119,0.93
937,MDA,2012,Republic of Moldova,False,MDL,2057.02,169.841,2377.034,196.264,2201.769,181.793,0.865,0.865,0.547,0.452,2217.027,0.927
938,MDA,2013,Republic of Moldova,False,MDL,2167.762,172.226,2532.414,201.197,2335.221,185.53,0.856,0.856,0.54,0.459,2350.088,0.922
939,MDA,2014,Republic of Moldova,False,MDL,2194.674,156.364,2625.532,187.062,2389.648,170.256,0.835,0.835,0.547,0.452,2410.103,0.91
940,MDA,2015,Republic of Moldova,False,MDL,2431.278,129.196,2889.909,153.568,2636.726,140.114,0.841,0.841,0.552,0.447,2660.593,0.913
941,MDA,2016,Republic of Moldova,False,MDL,2630.146,132.01,3039.857,152.574,2815.201,141.298,0.865,0.865,0.548,0.451,2835.001,0.927
942,MDA,2017,Republic of Moldova,False,MDL,2774.766,149.995,3198.661,172.91,2969.106,160.501,0.867,0.867,0.541,0.458,2986.713,0.929
943,MDA,2018,Republic of Moldova,False,MDL,3102.778,184.667,3743.914,222.825,3396.982,202.177,0.828,0.828,0.541,0.458,3423.346,0.906
944,MDA,2019,Republic of Moldova,False,MDL,3862.841,219.811,4447.796,253.097,4134.908,235.293,0.868,0.868,0.534,0.465,4155.318,0.929
945,MDA,2020,Republic of Moldova,False,MDL,4140.923,239.058,4758.774,274.727,4435.534,256.065,0.87,0.87,0.523,0.476,4449.848,0.93
946,MDA,2021,Republic of Moldova,False,MDL,4669.623,264.112,5233.074,295.98,4936.973,279.233,0.892,0.892,0.525,0.474,4951.348,0.943
947,MDA,2022,Republic of Moldova,False,MDL,5153.377,272.706,5817.304,307.84,5460.064,288.935,0.885,0.885,0.538,0.461,5485.34,0.939
948,MDA,2023,Republic of Moldova,False,MDL,6010.117,330.882,6620.26,364.473,6284.122,345.967,0.907,0.907,0.55,0.449,6315.188,0.951
949,MDG,2012,Madagascar,True,MGA,116293.083,52.982,167640.082,76.375,148474.229,67.643,0.693,0.693,0.373,0.626,141966.582,0.819
950,MDG,2015,Madagascar,False,MGA,192285.158,65.548,219208.96,74.726,209429.056,71.392,0.877,0.877,0.363,0.636,205747.059,0.934
951,MDV,2016,Maldives,True,MVR,9220.362,599.956,11659.523,758.668,10765.814,700.516,0.79,0.79,0.366,0.633,10439.942,0.883
952,MDV,2019,Maldives,False,MVR,9804.345,637.389,12682.154,824.478,11551.156,750.951,0.773,0.773,0.393,0.606,11243.249,0.872
953,MEX,1991,Mexico,False,MXN,654.4,216.801,898.8,297.771,809.7,268.252,0.728,0.728,0.364,0.635,776.599,0.842
954,MEX,1993,Mexico,False,MXN,866.4,278.083,1139.8,365.834,1043.5,334.926,0.76,0.76,0.352,0.647,1003.099,0.863
955,MEX,1995,Mexico,False,MXN,1076.8,167.741,1370.9,213.555,1274.1,198.476,0.785,0.785,0.329,0.67,1223.85,0.879
956,MEX,1996,Mexico,False,MXN,1316.7,173.263,1497.1,197.001,1437.6,189.172,0.879,0.879,0.329,0.67,1406.9,0.935
957,MEX,1997,Mexico,False,MXN,1531.6,193.421,1851.6,233.833,1745.0,220.371,0.827,0.827,0.333,0.666,1691.6,0.905
958,MEX,1998,Mexico,False,MXN,1820.0,199.211,2163.8,236.842,2048.5,224.222,0.841,0.841,0.335,0.664,1991.9,0.913
959,MEX,1999,Mexico,False,MXN,2091.666,218.784,2533.222,264.97,2384.862,249.452,0.825,0.825,0.335,0.664,2312.444,0.904
960,MEX,2000,Mexico,False,MXN,2563.661,271.127,3134.851,331.535,2938.493,310.769,0.817,0.817,0.343,0.656,2849.256,0.899
961,MEX,2001,Mexico,False,MXN,2894.592,309.836,3543.762,379.323,3320.05,355.377,0.816,0.816,0.344,0.655,3219.177,0.899
962,MEX,2002,Mexico,True,MXN,3181.091,329.443,3867.204,400.499,3632.084,376.15,0.822,0.822,0.342,0.657,3524.147,0.902
963,MEX,2003,Mexico,False,MXN,3418.338,316.835,4088.679,378.967,3859.539,357.728,0.836,0.836,0.341,0.658,3753.508,0.91
964,MEX,2004,Mexico,False,MXN,3544.441,314.057,4263.338,377.756,4013.575,355.625,0.831,0.831,0.347,0.652,3903.889,0.907
965,MEX,2005,Mexico,True,MXN,3773.775,346.285,4499.455,412.874,4233.036,388.427,0.838,0.838,0.367,0.632,4136.615,0.912
966,MEX,2006,Mexico,False,MXN,4048.423,371.441,4784.467,438.973,4512.283,414.0,0.846,0.846,0.369,0.63,4416.445,0.916
967,MEX,2007,Mexico,True,MXN,4195.474,383.913,5039.519,461.148,4726.691,432.523,0.832,0.832,0.37,0.629,4617.496,0.908
968,MEX,2008,Mexico,False,MXN,4292.359,385.666,5171.872,464.69,4849.117,435.691,0.829,0.829,0.366,0.633,4732.115,0.907
969,MEX,2009,Mexico,False,MXN,4409.291,326.288,5123.432,379.135,4859.461,359.601,0.86,0.86,0.369,0.63,4766.361,0.925
970,MEX,2010,Mexico,False,MXN,4444.104,351.702,5194.036,411.05,4918.187,389.22,0.855,0.855,0.367,0.632,4819.07,0.922
971,MEX,2011,Mexico,False,MXN,4551.406,366.36,5266.743,423.94,5003.336,402.737,0.864,0.864,0.368,0.631,4909.074,0.927
972,MEX,2012,Mexico,False,MXN,4679.074,355.297,5436.319,412.798,5154.991,391.435,0.86,0.86,0.371,0.628,5057.696,0.925
973,MEX,2013,Mexico,False,MXN,4831.1,378.257,5604.205,438.789,5315.2,416.161,0.862,0.862,0.373,0.626,5217.652,0.925
974,MEX,2014,Mexico,False,MXN,4857.145,365.406,5642.258,424.471,5353.102,402.717,0.86,0.86,0.368,0.631,5249.701,0.925
975,MEX,2015,Mexico,False,MXN,5015.797,316.489,5861.225,369.834,5548.15,350.079,0.855,0.855,0.37,0.629,5438.511,0.922
976,MEX,2016,Mexico,False,MXN,5229.588,280.196,6130.542,328.468,5796.809,310.587,0.853,0.853,0.37,0.629,5680.065,0.92
