,ISO,year,country,break,local_currency_code,F_local,F_usd,M_local,M_usd,T_local,T_usd,ratio,female_share,male_share,balanced_avg,balanced_ratio,ratio_usd
948,ISL,2016,Iceland,False,EUR,20651.205,22858.883,29381.792,32522.797,25153.079,27842.021,0.702,0.484,0.515,25016.498,0.825,0.7028572296534029
949,ISL,2017,Iceland,False,EUR,4518.56,5104.532,5862.352,6622.588,5232.809,5911.406,0.77,0.468,0.531,5190.456,0.87,0.7707760168683301
950,ISL,2018,Iceland,False,EUR,5283.199,6239.218,6879.357,8124.207,6122.922,7230.892,0.767,0.473,0.526,6081.278,0.868,0.76797870856811
951,ISL,2019,Iceland,False,EUR,5226.14,5850.53,6896.771,7720.76,6056.891,6780.534,0.757,0.502,0.497,6061.455,0.862,0.757766074842373
952,ISR,2009,Israel,False,ILS,6280.0,1597.015,9526.0,2422.479,7947.0,2020.936,0.659,0.486,0.513,7903.0,0.794,0.6592482329052183
953,ISR,2010,Israel,False,ILS,6386.0,1707.955,9720.0,2599.643,8100.0,2166.369,0.656,0.485,0.514,8053.0,0.792,0.6569959798326155
954,ISR,2011,Israel,False,ILS,6600.0,1844.539,9976.0,2788.049,8325.0,2326.635,0.661,0.489,0.51,8288.0,0.796,0.6615877267580305
955,ISR,2012,Israel,False,ILS,7244.0,1878.669,10953.0,2840.566,9149.0,2372.714,0.661,0.486,0.513,9098.5,0.796,0.6613713604964645
956,ISR,2013,Israel,False,ILS,7280.0,2016.197,10683.0,2958.658,9030.0,2500.86,0.681,0.485,0.514,8981.5,0.81,0.6814565928201232
957,ISR,2014,Israel,False,ILS,7439.0,2079.138,11114.0,3106.27,9317.0,2604.023,0.669,0.488,0.511,9276.5,0.801,0.6693358915998932
958,ISR,2015,Israel,False,ILS,7666.0,1972.3,11219.0,2886.411,9503.0,2444.921,0.683,0.482,0.517,9442.5,0.811,0.6833053227693492
959,ISR,2016,Israel,False,ILS,7633.0,1987.467,11664.0,3037.052,9724.0,2531.918,0.654,0.481,0.518,9648.5,0.791,0.6544066417038629
960,ISR,2018,Israel,False,ILS,8546.0,2380.131,12498.0,3480.796,10584.0,2947.731,0.683,0.484,0.515,10522.0,0.812,0.6837892826813177
961,ISR,2021,Israel,False,ILS,8670.0,2684.046,13126.0,4063.528,10928.0,3383.074,0.66,0.493,0.506,10898.0,0.795,0.660521103828988
962,ITA,2002,Italy,False,EUR,1612.32,1524.567,2008.9,1899.563,1880.12,1777.792,0.802,0.324,0.675,1810.61,0.89,0.8025882795148147
963,ITA,2006,Italy,False,EUR,1865.0,2341.692,2271.0,2851.465,2099.0,2635.502,0.821,0.423,0.576,2068.0,0.901,0.8212241777472281
964,ITA,2007,Italy,False,EUR,2322.827,3183.383,3023.628,4143.814,2725.037,3734.604,0.768,0.426,0.573,2673.227,0.868,0.768225359535925
965,ITA,2008,Italy,True,EUR,1055.891,1552.958,1327.267,1952.085,1210.181,1779.88,0.795,0.431,0.568,1191.579,0.886,0.795538104129687
966,ITA,2009,Italy,False,EUR,1076.051,1500.857,1342.1,1871.937,1226.329,1710.462,0.801,0.435,0.564,1209.075,0.889,0.8017668329649983
967,ITA,2010,Italy,False,EUR,1096.278,1453.355,1365.152,1809.804,1247.144,1653.359,0.803,0.438,0.561,1230.715,0.89,0.8030455231616241
968,ITA,2011,Italy,False,EUR,1104.727,1537.73,1381.381,1922.82,1258.837,1752.245,0.799,0.442,0.557,1243.054,0.888,0.7997264434528454
969,ITA,2012,Italy,False,EUR,1102.635,1416.652,1385.247,1779.749,1258.506,1616.914,0.795,0.448,0.551,1243.941,0.886,0.7959841528215496
970,ITA,2013,Italy,False,EUR,1109.764,1473.898,1392.136,1848.92,1264.564,1679.491,0.797,0.451,0.548,1250.949,0.887,0.7971669947861454
971,ITA,2014,Italy,False,EUR,1130.777,1502.238,1414.914,1879.715,1286.271,1708.812,0.799,0.452,0.547,1272.845,0.888,0.7991839188387602
972,ITA,2015,Italy,False,EUR,1152.079,1278.247,1435.25,1592.428,1307.589,1450.787,0.802,0.45,0.549,1293.664,0.89,0.8027031677413359
973,ITA,2016,Italy,False,EUR,1166.404,1291.096,1444.427,1598.841,1319.238,1460.269,0.807,0.45,0.549,1305.415,0.893,0.8075199472617978
974,ITA,2017,Italy,False,EUR,1176.081,1328.597,1450.359,1638.443,1325.863,1497.803,0.81,0.453,0.546,1313.219,0.895,0.8108899729804454
975,ITA,2018,Italy,False,EUR,1184.322,1398.631,1466.293,1731.625,1338.435,1580.631,0.807,0.453,0.546,1325.307,0.893,0.8076985490507472
976,ITA,2019,Italy,False,EUR,1201.049,1344.544,1482.538,1659.664,1354.972,1516.856,0.81,0.453,0.546,1341.793,0.895,0.8101302432299551
977,ITA,2020,Italy,False,EUR,1217.168,1390.244,1487.645,1699.182,1365.486,1559.653,0.818,0.451,0.548,1352.406,0.9,0.8181842792590788
978,ITA,2021,Italy,False,EUR,2643.117,3126.122,3421.677,4046.956,3077.83,3640.274,0.772,0.441,0.558,3032.397,0.871,0.7724625619848596
979,ITA,2022,Italy,False,EUR,2655.792,2796.679,3482.43,3667.169,3116.198,3281.508,0.762,0.443,0.556,3069.111,0.865,0.762626156580185
980,ITA,2023,Italy,False,EUR,2804.042,3031.923,3533.506,3820.669,3203.698,3464.058,0.793,0.452,0.547,3168.774,0.884,0.7935581438748031
981,JAM,2008,Jamaica,False,JMD,28111.792,386.383,33007.278,453.67,30578.195,420.283,0.851,0.496,0.503,30559.535,0.919,0.8516829413450304
982,JAM,2009,Jamaica,False,JMD,26407.878,300.451,30762.205,349.992,28534.069,324.641,0.858,0.511,0.488,28585.041,0.923,0.8584510503097214
983,JAM,2010,Jamaica,False,JMD,27559.628,316.065,31000.854,355.53,29228.216,335.201,0.888,0.515,0.484,29280.241,0.941,0.8889967091384694
984,JAM,2011,Jamaica,False,JMD,30020.721,349.511,33069.946,385.011,31509.509,366.844,0.907,0.511,0.488,31545.333,0.951,0.9077948422252871
985,JAM,2012,Jamaica,False,JMD,29551.991,332.981,31830.334,358.652,30639.538,345.235,0.928,0.522,0.477,30691.162,0.962,0.9284236530118333
986,JAM,2013,Jamaica,False,JMD,35800.329,356.584,35922.63,357.803,35859.531,357.174,0.996,0.515,0.484,35861.479,0.998,0.9965930973189158
987,JAM,2014,Jamaica,False,JMD,37040.375,333.894,37247.371,335.76,37139.627,334.789,0.994,0.52,0.479,37143.873,0.997,0.9944424588992138
988,JOR,1990,Jordan,False,JOD,111.714,168.317,142.89,215.289,135.096,203.546,0.781,0.249,0.75,127.301,0.877,0.7818188574427863
989,JOR,1991,Jordan,False,JOD,119.508,175.524,150.684,221.312,135.096,198.418,0.793,0.499,0.5,135.096,0.884,0.7931065644881434
990,JOR,1992,Jordan,False,JOD,122.885,180.762,152.762,224.711,145.488,214.01,0.804,0.243,0.756,137.823,0.891,0.804419899337371
991,JOR,1993,Jordan,False,JOD,131.199,189.361,159.257,229.858,152.762,220.484,0.823,0.231,0.768,145.228,0.903,0.8238173132977751
992,JOR,2016,Jordan,False,JOD,458.0,645.07,507.0,714.085,493.0,694.366,0.903,0.285,0.714,482.5,0.949,0.9033518418675648
993,JOR,2017,Jordan,True,JOD,324.388,456.885,360.468,507.702,353.086,497.304,0.899,0.204,0.795,342.428,0.947,0.8999078199416193
994,JOR,2018,Jordan,False,JOD,329.187,463.644,332.091,467.733,331.572,467.003,0.991,0.178,0.821,330.639,0.995,0.9912578329944648
995,JOR,2019,Jordan,False,JOD,329.094,463.513,318.375,448.416,320.031,450.748,1.033,0.154,0.845,323.734,1.016,1.0336673981303075
996,JOR,2020,Jordan,False,JOD,335.914,473.118,318.84,449.071,321.731,453.142,1.053,0.169,0.83,327.376,1.026,1.053548325320495
997,JOR,2021,Jordan,False,JOD,348.852,491.34,334.678,471.377,337.059,474.731,1.042,0.167,0.832,341.765,1.02,1.0423503904518039
998,JOR,2022,Jordan,False,JOD,357.104,502.963,337.387,475.193,340.545,479.641,1.058,0.16,0.839,347.245,1.028,1.0584394130384918
999,JOR,2023,Jordan,False,JOD,336.967,474.601,342.413,482.271,341.397,480.841,0.984,0.186,0.813,339.69,0.991,0.9840960787606967
1000,JPN,1993,Japan,False,JPY,197000.0,1771.618,319900.0,2876.856,281100.0,2527.928,0.615,0.315,0.684,258450.0,0.762,0.6158174062240167
1001,JPN,1994,Japan,False,JPY,203000.0,1986.15,327400.0,3203.278,288400.0,2821.702,0.62,0.313,0.686,265200.0,0.765,0.6200367248799512
1002,JPN,1995,Japan,False,JPY,206200.0,2192.228,330000.0,3508.415,291300.0,3096.973,0.624,0.312,0.687,268100.0,0.769,0.624848542718008
1003,JPN,1996,Japan,False,JPY,209600.0,1926.842,334000.0,3070.444,295600.0,2717.435,0.627,0.308,0.691,271800.0,0.771,0.627545071657389
1004,JPN,1997,Japan,False,JPY,212700.0,1757.984,337000.0,2785.334,298900.0,2470.434,0.631,0.306,0.693,274850.0,0.773,0.6311573405559262
1005,JPN,1998,Japan,False,JPY,214900.0,1641.645,336400.0,2569.797,299100.0,2284.858,0.638,0.306,0.693,275650.0,0.779,0.638822833087594
1006,JPN,2009,Japan,False,JPY,228000.0,2436.676,326800.0,3492.569,294500.0,3147.373,0.697,0.326,0.673,277400.0,0.821,0.69767440528734
1007,JPN,2010,Japan,False,JPY,227600.0,2592.849,328300.0,3740.037,296200.0,3374.35,0.693,0.318,0.681,277950.0,0.818,0.6932682751534277
1008,JPN,2011,Japan,False,JPY,231900.0,2905.759,328300.0,4113.673,296800.0,3718.971,0.706,0.326,0.673,280100.0,0.827,0.7063660626403704
1009,JPN,2012,Japan,False,JPY,233100.0,2921.402,329000.0,4123.3,297700.0,3731.023,0.708,0.326,0.673,281050.0,0.829,0.7085106589382291
1010,JPN,2013,Japan,False,JPY,232600.0,2383.303,326000.0,3340.312,295700.0,3029.848,0.713,0.324,0.675,279300.0,0.832,0.713497122424492
1011,JPN,2014,Japan,False,JPY,238000.0,2246.453,329600.0,3111.055,299600.0,2827.888,0.722,0.327,0.672,283800.0,0.838,0.722087201929892
1012,JPN,2015,Japan,False,JPY,241700.0,1996.794,334000.0,2759.327,303500.0,2507.352,0.723,0.33,0.669,287850.0,0.839,0.7236525428120697
1013,JPN,2016,Japan,False,JPY,243900.0,2241.874,334600.0,3075.568,303600.0,2790.623,0.728,0.341,0.658,289250.0,0.843,0.7289300708031816
1014,JPN,2017,Japan,False,JPY,246300.0,2195.85,334400.0,2981.292,303800.0,2708.482,0.736,0.347,0.652,290350.0,0.848,0.7365430826634896
1015,JPN,2018,Japan,False,JPY,246900.0,2235.944,336100.0,3043.745,305300.0,2764.818,0.734,0.345,0.654,291500.0,0.846,0.7346029315859246
1016,JPN,2019,Japan,False,JPY,249800.0,2291.54,336100.0,3083.213,306000.0,2807.09,0.743,0.348,0.651,292950.0,0.852,0.7432311682650533
1017,JPN,2020,Japan,False,JPY,251800.0,2358.239,338800.0,3173.04,307700.0,2881.772,0.743,0.357,0.642,295300.0,0.852,0.743211242215667
1018,JPN,2021,Japan,False,JPY,253600.0,2310.615,337200.0,3072.316,307400.0,2800.801,0.752,0.356,0.643,295400.0,0.858,0.7520759583324111
1019,KAZ,1998,Kazakhstan,False,KZT,8260.0,105.487,10904.0,139.253,9683.0,123.66,0.757,0.461,0.538,9582.0,0.862,0.7575204842983635
1020,KAZ,1999,Kazakhstan,False,KZT,9485.0,79.357,14034.0,117.416,11864.0,99.261,0.675,0.477,0.522,11759.5,0.806,0.6758618927573755
1021,KAZ,2000,Kazakhstan,False,KZT,10819.0,76.119,17603.0,123.848,14374.0,101.13,0.614,0.475,0.524,14211.0,0.761,0.61461630385634
1022,KAZ,2001,Kazakhstan,False,KZT,12635.0,86.107,21511.0,146.597,17303.0,117.919,0.587,0.474,0.525,17073.0,0.74,0.5873721836053943
1023,KAZ,2002,Kazakhstan,False,KZT,15340.0,100.079,24847.0,162.103,20323.0,132.588,0.617,0.475,0.524,20093.5,0.763,0.6173790737987576
1024,KAZ,2003,Kazakhstan,False,KZT,17304.0,115.687,28476.0,190.378,23128.0,154.624,0.607,0.478,0.521,22890.0,0.755,0.6076700038870038
1025,KAZ,2004,Kazakhstan,False,KZT,21445.0,157.643,34648.0,254.699,28329.0,208.248,0.618,0.478,0.521,28046.5,0.764,0.6189384332093961
1026,KAZ,2005,Kazakhstan,False,KZT,25564.0,192.384,41840.0,314.871,33807.0,254.417,0.61,0.493,0.506,33702.0,0.758,0.6109930733538497
1027,KAZ,2006,Kazakhstan,False,KZT,30984.0,245.73,49737.0,394.458,40800.0,323.58,0.622,0.476,0.523,40360.5,0.767,0.62295605615807
1028,KAZ,2009,Kazakhstan,False,KZT,53276.0,361.201,80491.0,545.714,67333.0,456.505,0.661,0.483,0.516,66883.5,0.796,0.6618869957523538
1029,KAZ,2010,Kazakhstan,False,KZT,61273.0,415.819,92853.0,630.131,77611.0,526.694,0.659,0.482,0.517,77063.0,0.795,0.6598929428960011
1030,KAZ,2011,Kazakhstan,False,KZT,72430.0,493.995,106533.0,726.588,90028.0,614.019,0.679,0.483,0.516,89481.5,0.809,0.6798832350658145
1031,KAZ,2012,Kazakhstan,False,KZT,82625.0,554.112,118799.0,796.707,101263.0,679.105,0.695,0.484,0.515,100712.0,0.82,0.695502863662551
1032,KAZ,2015,Kazakhstan,False,KZT,99911.0,450.601,151694.0,684.144,126021.0,568.358,0.658,0.495,0.504,125802.5,0.794,0.6586347318693141
1033,KAZ,2016,Kazakhstan,False,KZT,116108.0,339.338,169352.0,494.95,142898.0,417.635,0.685,0.496,0.503,142730.0,0.813,0.6856005657137085
1034,KAZ,2017,Kazakhstan,False,KZT,121793.0,373.597,179575.0,550.842,150827.0,462.658,0.678,0.497,0.502,150684.0,0.808,0.6782289658377538
1035,KAZ,2019,Kazakhstan,False,KZT,150779.0,393.939,222514.0,581.36,186815.0,488.09,0.677,0.497,0.502,186646.5,0.807,0.6776162790697675
1036,KAZ,2020,Kazakhstan,False,KZT,182679.0,442.372,243524.0,589.713,213003.0,515.804,0.75,0.501,0.498,213101.5,0.857,0.7501479533264487
1037,KAZ,2022,Kazakhstan,False,KZT,265762.0,577.536,355296.0,772.106,309867.0,673.382,0.748,0.507,0.492,310529.0,0.855,0.7480009221531758
1038,KEN,1990,Kenya,False,KES,2727.3,119.019,3484.8,152.077,3106.1,135.55,0.782,0.499,0.5,3106.05,0.878,0.7826232763665775
1039,KEN,1991,Kenya,False,KES,2976.6,108.209,3513.5,127.727,3394.1,123.386,0.847,0.222,0.777,3245.05,0.917,0.8471897093018704
1040,KEN,1997,Kenya,False,KES,5846.1,99.539,5495.7,93.573,5608.3,95.49,1.063,0.321,0.678,5670.9,1.03,1.0637577078858218
1041,KEN,2005,Kenya,True,KES,7095.794,93.917,8257.07,109.287,7896.366,104.513,0.859,0.31,0.689,7676.432,0.924,0.8593611316991041
1042,KEN,2016,Kenya,False,KES,11291.57,111.242,16522.039,162.772,14493.296,142.785,0.683,0.387,0.612,13906.804,0.811,0.683422210208144
1043,KEN,2019,Kenya,False,KES,12667.807,124.205,14662.588,143.763,13932.869,136.608,0.863,0.365,0.634,13665.197,0.927,0.8639566508767902
1044,KEN,2021,Kenya,False,KES,103189.375,941.185,132830.31,1211.538,122416.983,1116.559,0.776,0.351,0.648,118009.842,0.874,0.7768514070545042
1045,KEN,2022,Kenya,False,KES,411056.706,3487.492,425554.429,3610.494,420785.998,3570.038,0.965,0.328,0.671,418305.567,0.982,0.9659320857478229
1046,KGZ,2013,Kyrgyzstan,False,KGS,9113.0,188.137,12440.0,256.822,10601.0,218.857,0.732,0.552,0.447,10776.5,0.845,0.7325579584303525
1047,KGZ,2014,Kyrgyzstan,False,KGS,9732.0,181.384,13695.0,255.246,11516.0,214.634,0.71,0.549,0.45,11713.5,0.83,0.7106242605173048
1048,KGZ,2015,Kyrgyzstan,False,KGS,11125.3,172.587,14742.8,228.705,12715.6,197.257,0.754,0.56,0.439,12934.05,0.86,0.7546271397651996
1049,KGZ,2016,Kyrgyzstan,False,KGS,11743.0,167.963,15592.0,223.017,13428.0,192.064,0.753,0.562,0.437,13667.5,0.859,0.7531398951649426
1050,KGZ,2017,Kyrgyzstan,False,KGS,12183.0,176.907,16802.0,243.979,14217.0,206.442,0.725,0.559,0.44,14492.5,0.84,0.725091093905623
1051,KGZ,2018,Kyrgyzstan,False,KGS,12574.0,182.655,17556.0,255.025,14760.0,214.409,0.716,0.561,0.438,15065.0,0.834,0.7162238996176845
1052,KGZ,2019,Kyrgyzstan,False,KGS,14421.0,206.636,18724.0,268.293,16287.0,233.374,0.77,0.566,0.433,16572.5,0.87,0.7701878170507617
1053,KGZ,2020,Kyrgyzstan,False,KGS,15078.0,194.942,19992.0,258.474,17198.0,222.351,0.754,0.568,0.431,17535.0,0.859,0.7542035175684982
1054,KGZ,2022,Kyrgyzstan,False,KGS,24954.0,296.661,31353.0,372.734,27684.0,329.116,0.795,0.573,0.426,28153.5,0.886,0.7959053909758702
1055,KHM,1996,Cambodia,False,KHR,73343.571,27.95,90022.31,34.306,85534.384,32.595,0.814,0.269,0.73,81682.94,0.897,0.8147262869468898
1056,KHM,1997,Cambodia,False,KHR,86151.738,29.241,106336.654,36.092,100896.964,34.246,0.81,0.269,0.73,96244.196,0.895,0.8101795411725591
1057,KHM,1999,Cambodia,False,KHR,140578.905,36.918,153197.88,40.232,148625.025,39.031,0.917,0.362,0.637,146888.392,0.957,0.9176277589978127
1058,KHM,2000,Cambodia,True,KHR,164522.773,42.836,149308.969,38.875,155565.221,40.504,1.101,0.411,0.588,156915.87,1.048,1.1018906752411575
1059,KHM,2001,Cambodia,False,KHR,151676.003,38.729,160149.425,40.893,156499.312,39.961,0.947,0.43,0.569,155912.713,0.972,0.9470814075758687
1060,KHM,2003,Cambodia,False,KHR,180946.511,45.54,195676.083,49.247,189725.83,47.75,0.924,0.403,0.596,188311.297,0.96,0.9247263792718338
1061,KHM,2007,Cambodia,True,KHR,258002.972,63.608,319615.962,78.798,295074.854,72.747,0.807,0.398,0.601,288809.467,0.893,0.8072286098631944
1062,KHM,2008,Cambodia,False,KHR,289856.29,71.496,360939.22,89.029,331752.151,81.83,0.803,0.41,0.589,325397.755,0.89,0.8030641701018769
1063,KHM,2009,Cambodia,False,KHR,280092.189,67.666,369435.857,89.25,331703.379,80.134,0.758,0.422,0.577,324764.023,0.862,0.7581624649859944
1064,KHM,2010,Cambodia,False,KHR,319696.003,76.392,411132.609,98.242,373571.416,89.266,0.777,0.41,0.589,365414.306,0.874,0.7775900327762056
1065,KHM,2011,Cambodia,False,KHR,332202.537,81.854,459394.196,113.193,404130.953,99.576,0.723,0.434,0.565,395798.366,0.839,0.7231365897184455
1066,KHM,2012,Cambodia,True,KHR,419432.673,104.0,512990.284,127.198,474675.536,117.698,0.817,0.409,0.59,466211.478,0.899,0.8176229185993491
1067,KHM,2013,Cambodia,False,KHR,434135.032,107.799,542595.928,134.731,497094.711,123.433,0.8,0.419,0.58,488365.48,0.888,0.8001053951948699
1068,KHM,2014,Cambodia,False,KHR,547601.338,135.629,656486.238,162.597,610121.425,151.114,0.834,0.425,0.574,602043.788,0.909,0.8341420813422141
1069,KHM,2015,Cambodia,False,KHR,593957.912,146.016,702116.48,172.606,655840.741,161.229,0.845,0.427,0.572,648037.196,0.916,0.8459497352351598
1070,KHM,2016,Cambodia,False,KHR,677219.075,166.856,776808.275,191.394,736010.77,181.342,0.871,0.409,0.59,727013.675,0.931,0.871793264156661
1071,KHM,2019,Cambodia,True,KHR,989757.638,243.714,1129400.327,278.099,1069006.114,263.228,0.876,0.432,0.567,1059578.982,0.934,0.8763569807874174
1072,KHM,2020,Cambodia,False,KHR,959838.046,234.52,1168823.995,285.582,1076082.625,262.922,0.821,0.443,0.556,1064331.02,0.901,0.8212002156998691
1073,KHM,2021,Cambodia,False,KHR,990326.807,241.618,1149011.394,280.334,1081316.447,263.818,0.861,0.426,0.573,1069669.1,0.925,0.8618933129766635
1074,KIR,2019,Kiribati,False,AUD,419.056,291.312,547.884,380.869,499.046,346.918,0.764,0.379,0.62,483.47,0.866,0.7648614090409038
1075,KOR,1990,Republic of Korea,False,KRW,402953.0,569.331,752731.0,1063.531,642309.0,907.516,0.535,0.315,0.684,577842.0,0.697,0.5353214903937921
1076,KOR,1991,Republic of Korea,False,KRW,480903.0,655.78,881980.0,1202.707,754673.0,1029.105,0.545,0.317,0.682,681441.5,0.705,0.5452533326903393
1077,KOR,1992,Republic of Korea,False,KRW,561887.0,719.749,1005298.0,1287.736,869284.0,1113.509,0.558,0.306,0.693,783592.5,0.717,0.5589258978548398
1078,KOR,2009,Republic of Korea,False,KRW,1952160.0,1528.414,3072300.0,2405.41,2710360.0,2122.035,0.635,0.323,0.676,2512230.0,0.777,0.6354068537172457
1079,KOR,2010,Republic of Korea,False,KRW,2018540.0,1745.447,3159440.0,2731.992,2785030.0,2408.237,0.638,0.328,0.671,2588990.0,0.779,0.638891695144056
1080,KOR,2011,Republic of Korea,False,KRW,2120970.0,1913.83,3312440.0,2988.937,2915720.0,2630.962,0.64,0.332,0.667,2716705.0,0.78,0.6403045631272924
1081,KOR,2012,Republic of Korea,False,KRW,2204000.0,1955.97,3404000.0,3020.926,2997420.0,2660.101,0.647,0.338,0.661,2804000.0,0.786,0.6474736554288321
1082,KOR,2013,Republic of Korea,False,KRW,2291000.0,2092.271,3547000.0,3239.321,3116400.0,2846.073,0.645,0.342,0.657,2919000.0,0.784,0.645898013812154
1083,KOR,2014,Republic of Korea,False,KRW,2368000.0,2249.155,3718000.0,3531.401,3235210.0,3072.841,0.636,0.357,0.642,3043000.0,0.778,0.6369016149681105
1084,KOR,2015,Republic of Korea,False,KRW,2362000.0,2088.505,3780000.0,3342.315,3269000.0,2890.484,0.624,0.36,0.639,3071000.0,0.769,0.6248677937297951
1085,KOR,2016,Republic of Korea,False,KRW,2454000.0,2114.118,3868000.0,3332.278,3351000.0,2886.883,0.634,0.365,0.634,3161000.0,0.776,0.6344362625207141
1086,KOR,2017,Republic of Korea,False,KRW,2544000.0,2249.335,3981000.0,3519.891,3446000.0,3046.859,0.639,0.372,0.627,3262500.0,0.779,0.6390354133125145
1087,KOR,2018,Republic of Korea,False,KRW,2703000.0,2456.908,4144000.0,3766.713,3593000.0,3265.879,0.652,0.382,0.617,3423500.0,0.789,0.652268436697991
1088,KOR,2019,Republic of Korea,False,KRW,2827000.0,2425.865,4277000.0,3670.118,3720000.0,3192.154,0.66,0.384,0.615,3552000.0,0.795,0.6609773854682601
1089,KOR,2020,Republic of Korea,False,KRW,2863000.0,2425.725,4316000.0,3656.803,3757000.0,3183.181,0.663,0.384,0.615,3589500.0,0.797,0.6633458242076481
1090,KOR,2021,Republic of Korea,False,KRW,2934000.0,2564.794,4442000.0,3883.031,3858000.0,3372.52,0.66,0.387,0.612,3688000.0,0.795,0.6605133979100347
1091,KOR,2022,Republic of Korea,False,KRW,3129000.0,2422.864,4726000.0,3659.462,4091000.0,3167.765,0.662,0.397,0.602,3927500.0,0.796,0.6620820218928356
1092,LAO,2010,Lao People's Democratic Republic,True,LAK,961765.971,116.519,1192081.663,144.422,1111897.615,134.708,0.806,0.348,0.651,1076923.817,0.893,0.8067953635872651
1093,LAO,2017,Lao People's Democratic Republic,True,LAK,1822339.493,221.028,2073605.571,251.503,1977052.518,239.793,0.878,0.384,0.615,1947972.532,0.935,0.8788284831592467
1094,LAO,2022,Lao People's Democratic Republic,True,LAK,2115601.114,150.735,2727132.538,194.306,2503995.654,178.408,0.775,0.364,0.635,2421366.826,0.873,0.7757609131987689
1095,LBN,2019,Lebanon,True,LBP,1215150.593,806.07,1160202.209,769.62,1175959.958,780.073,1.047,0.286,0.713,1187676.401,1.023,1.04736103531613
1096,LBR,2010,Liberia,True,USD,286.885,286.885,272.345,272.345,275.684,275.684,1.053,0.229,0.77,279.615,1.026,1.0533881657456534
1097,LBR,2014,Liberia,True,LRD,6763.374,80.62,8270.236,98.581,7995.283,95.304,0.817,0.182,0.817,7516.805,0.899,0.817804647954474
1098,LBR,2016,Liberia,False,LRD,8342.195,88.345,12428.132,131.616,11477.563,121.549,0.671,0.232,0.767,10385.163,0.803,0.6712329807926087
1099,LBR,2017,Liberia,True,USD,1465.521,1465.521,1258.594,1258.594,1308.613,1308.613,1.164,0.241,0.758,1362.057,1.075,1.1644112398438256
1100,LKA,1990,Sri Lanka,False,LKR,1932.214,48.23,2168.668,54.132,2103.006,52.493,0.89,0.277,0.722,2050.44,0.942,0.8909702209414024
1101,LKA,1991,Sri Lanka,False,LKR,2084.598,50.387,2547.75,61.582,2505.654,60.565,0.818,0.09,0.909,2316.174,0.9,0.8182098665194375
1102,LKA,1992,Sri Lanka,False,LKR,2449.674,55.891,2801.625,63.921,2715.152,61.948,0.874,0.245,0.754,2625.649,0.932,0.8743761831010153
1103,LKA,1994,Sri Lanka,False,LKR,3138.584,63.515,3530.43,71.444,3444.753,69.71,0.889,0.218,0.781,3334.506,0.941,0.8890179721180225
1104,LKA,1995,Sri Lanka,False,LKR,2937.106,57.308,4050.234,79.026,3910.579,76.302,0.725,0.125,0.874,3493.67,0.84,0.7251790549945588
1105,LKA,1997,Sri Lanka,False,LKR,3035.763,51.458,3299.734,55.933,3087.07,52.328,0.919,0.805,0.194,3167.748,0.958,0.9199935637280318
1106,LKA,1998,Sri Lanka,False,LKR,3255.18,50.507,3961.425,61.465,3447.646,53.493,0.821,0.727,0.272,3608.302,0.902,0.8217196778654519
1107,LKA,1999,Sri Lanka,False,LKR,3358.468,47.547,4094.287,57.964,4001.684,56.653,0.82,0.125,0.874,3726.377,0.901,0.8202850044855428
1108,LKA,2000,Sri Lanka,False,LKR,3842.637,49.901,4703.32,61.078,4445.278,57.727,0.817,0.299,0.7,4272.978,0.899,0.8170044860669963
1109,LKA,2001,Sri Lanka,False,LKR,4185.773,46.83,4945.743,55.332,4864.662,54.425,0.846,0.106,0.893,4565.758,0.916,0.8463456950769898
1110,LKA,2002,Sri Lanka,False,LKR,4468.612,46.712,5321.431,55.627,5220.876,54.576,0.839,0.117,0.882,4895.021,0.912,0.8397360993762022
1111,LKA,2003,Sri Lanka,False,LKR,4879.746,50.556,5772.236,59.803,5633.832,58.369,0.845,0.155,0.844,5325.991,0.916,0.8453756500510008
1112,LKA,2004,Sri Lanka,False,LKR,5293.793,52.313,6165.197,60.924,6015.756,59.447,0.858,0.171,0.828,5729.495,0.923,0.8586599697984374
1113,LKA,2005,Sri Lanka,False,LKR,6043.572,60.136,6433.371,64.015,6411.141,63.794,0.939,0.057,0.942,6238.471,0.968,0.9394048269936734
1114,LKA,2006,Sri Lanka,False,LKR,6516.858,62.714,7592.053,73.061,7162.478,68.927,0.858,0.399,0.6,7054.455,0.923,0.8583786151298229
1115,LKA,2007,Sri Lanka,False,LKR,8202.124,74.145,8385.062,75.798,8372.596,75.686,0.978,0.068,0.931,8293.593,0.988,0.9781920367292012
1116,LKA,2008,Sri Lanka,False,LKR,8464.042,78.129,10284.456,94.933,9362.504,86.423,0.822,0.506,0.493,9374.249,0.902,0.8229909515131725
1117,LKA,2009,Sri Lanka,False,LKR,11021.0,95.881,13506.0,117.5,12687.0,110.375,0.816,0.329,0.67,12263.5,0.898,0.8160085106382978
1118,LKA,2010,Sri Lanka,True,LKR,11876.08,105.038,14658.657,129.649,13749.943,121.612,0.81,0.326,0.673,13267.368,0.895,0.810172080000617
1119,LKA,2011,Sri Lanka,True,LKR,13392.288,121.126,16101.667,145.631,15227.925,137.728,0.831,0.322,0.677,14746.977,0.908,0.8317322548083856
1120,LKA,2012,Sri Lanka,False,LKR,11221.0,87.937,16385.0,128.406,14497.0,113.61,0.684,0.365,0.634,13803.0,0.812,0.684835599582574
