,ISO,year,country,T,M,F,ratio,break,female_share,male_share,balanced_avg,balanced_ratio
2659,FIN,2015,Finland,4081.802,4530.029,3634.316,0.8022721267347294,False,0.5004136369573736,0.4995863630426264,4082.1725,0.8902896680627778
2662,FIN,2016,Finland,4128.517,4584.065,3680.155,0.8028147506634397,False,0.503974953258621,0.49602504674137904,4132.11,0.8906236765236164
2665,FIN,2017,Finland,4135.847,4566.444,3707.211,0.811837613688025,False,0.5011411340113803,0.4988588659886197,4136.8275,0.8961483165541709
2668,FIN,2018,Finland,4115.657,4576.121,3647.848,0.7971485019736148,False,0.4960437285152104,0.5039562714847896,4111.9845000000005,0.8871259120748144
2671,FIN,2019,Finland,4129.216,4621.77,3646.56,0.7889964234481593,False,0.5050748044011032,0.4949251955988968,4134.165,0.8820547801067447
2674,FIN,2020,Finland,4229.336,4674.024,3756.05,0.8036009228878584,False,0.4844233061067089,0.5155766938932911,4215.037,0.8911072429494687
2677,FIN,2021,Finland,4336.414,4779.46,3865.457,0.8087643792394956,False,0.484731450553226,0.515268549446774,4322.4585,0.8942727848052214
2680,FIN,2022,Finland,4620.305,5090.332,4150.138,0.8152980984344439,False,0.49992554728066746,0.5000744527193326,4620.235000000001,0.8982525780615054
2683,FIN,2023,Finland,4759.639,5240.5,4283.923,0.8174645549088827,False,0.5026892764513465,0.49731072354865347,4762.211499999999,0.8995658844635523
2686,FJI,2005,Fiji,590.101,591.658,586.416,0.9911401519120844,True,0.2970240366272468,0.7029759633727533,589.037,0.9955503644083479
2689,FJI,2011,Fiji,922.178,931.846,901.079,0.9669827417835135,False,0.31423278187668574,0.6857672181233143,916.4625,0.9832142613582115
2692,FJI,2016,Fiji,1060.948,1075.061,1033.795,0.9616152013699689,False,0.34200067852469057,0.6579993214753095,1054.4279999999999,0.980432044672562
2695,FLK,2012,"Falkland Islands, Malvinas",139.583,173.083,122.833,0.7096768602346851,False,0.6666666666666666,0.33333333333333337,147.958,0.8301882966787872
2696,FLK,2016,"Falkland Islands, Malvinas",2154.167,2363.083,1891.667,0.8005080650997023,False,0.44316696930099975,0.5568330306990003,2127.375,0.8892024208237851
2697,FRA,1999,France,1366.9,1558.4,1146.7,0.7358187885010267,False,0.4651445227107116,0.5348554772892884,1352.5500000000002,0.8478059960814757
2700,FRA,2000,France,1396.3,1592.4,1171.1,0.735430796282341,False,0.46546403987657264,0.5345359601234274,1381.75,0.847548398769676
2703,FRA,2001,France,1434.7,1629.9,1208.9,0.7417019449045954,False,0.4636579572446557,0.5363420427553443,1419.4,0.8516979005213471
2706,FRA,2002,France,2203.8,2350.07,1937.07,0.8242605539409463,False,0.3541646489104114,0.6458353510895887,2143.57,0.903665380650037
2709,FRA,2004,France,1992.726,2261.96,1694.399,0.7490844223593697,False,0.4743701558070407,0.5256298441929592,1978.1795,0.8565446158955746
2712,FRA,2005,France,1557.414,1772.226,1325.897,0.7481534522120767,True,0.48128622607986493,0.5187137739201351,1549.0615,0.8559356746003951
2715,FRA,2006,France,1592.678,1801.633,1371.114,0.7610395679919273,False,0.4853560470037325,0.5146439529962674,1586.3735000000001,0.8643071760843206
2718,FRA,2007,France,1633.953,1847.072,1410.484,0.7636323868262851,False,0.48814671956169187,0.5118532804383081,1628.7779999999998,0.8659768243431579
2721,FRA,2008,France,1676.993,1898.871,1443.25,0.7600568969666712,False,0.4869793095577248,0.5130206904422752,1671.0605,0.8636730986101341
2724,FRA,2009,France,1717.239,1951.293,1476.967,0.7569170801104704,False,0.4934454362611368,0.5065545637388632,1714.13,0.8616423491800506
2727,FRA,2010,France,1738.951,1969.879,1503.324,0.7631555034598573,False,0.494964152136404,0.505035847863596,1736.6015,0.8656701033599246
2730,FRA,2011,France,1784.44,2023.092,1541.476,0.7619406334462299,False,0.4955234045380553,0.5044765954619447,1782.284,0.8648879752048495
2733,FRA,2012,France,1819.133,2067.191,1566.588,0.7578341817471148,False,0.4955184048038063,0.5044815951961936,1816.8894999999998,0.8622362559748407
2736,FRA,2013,France,1826.341,2075.444,1575.89,0.7593025877836261,False,0.4986507965104876,0.5013492034895124,1825.667,0.8631858931557618
2739,FRA,2014,France,1843.536,2084.425,1601.748,0.7684363793372272,False,0.4990687354069078,0.5009312645930921,1843.0865000000001,0.869057420799295
2742,FRA,2015,France,1851.132,2093.43,1609.714,0.768936147853045,False,0.5009096246557894,0.49909037534421063,1851.572,0.8693769402432096
2745,FRA,2016,France,1866.954,2107.755,1625.982,0.7714283680978101,False,0.4998225305278629,0.500177469472137,1866.8685,0.8709676123412012
2748,FRA,2017,France,1889.213,2118.576,1659.395,0.7832596045645754,False,0.4995045526709512,0.5004954473290488,1888.9855,0.8784583047355313
2751,FRA,2018,France,1931.652,2175.934,1687.112,0.775350722953913,False,0.4997361002573536,0.5002638997426464,1931.5230000000001,0.8734620297040211
2754,FRA,2019,France,1986.284,2235.438,1739.648,0.7782134865739957,False,0.5025393815930129,0.4974606184069871,1987.5430000000001,0.8752756544135145
2757,FRA,2020,France,2015.55,2252.553,1780.588,0.7904755182231007,False,0.5021622366065279,0.4978377633934721,2016.5704999999998,0.8829783040067283
2760,FRA,2021,France,3856.986,4496.244,3220.355,0.716232259637155,False,0.5010294782696614,0.4989705217303386,3858.2995,0.8346565630791493
2763,FRA,2022,France,3958.107,4539.734,3385.675,0.7457870879659468,False,0.5039837651281263,0.49601623487187374,3962.7045000000003,0.8543849282731023
2766,FRA,2023,France,4107.888,4642.333,3571.583,0.7693508845660146,False,0.4991314499182815,0.5008685500817185,4106.958,0.8696419588415563
2769,GBR,1969,United Kingdom of Great Britain and Northern Ireland,,107.514,52.436,0.4877132280447198,False,,,79.975,0.6556548921537981
2770,GBR,1970,United Kingdom of Great Britain and Northern Ireland,,121.457,60.577,0.4987526449690014,False,,,91.017,0.665556983860158
2771,GBR,1971,United Kingdom of Great Britain and Northern Ireland,,133.927,68.414,0.5108305270781844,False,,,101.1705,0.6762247888465511
2772,GBR,1972,United Kingdom of Great Britain and Northern Ireland,,155.101,79.239,0.5108864546327877,False,,,117.17,0.6762737902193394
2773,GBR,1973,United Kingdom of Great Britain and Northern Ireland,,177.184,91.623,0.5171065107458913,False,,,134.4035,0.6817009973698601
2774,GBR,1974,United Kingdom of Great Britain and Northern Ireland,,210.568,116.953,0.5554167774780593,False,,,163.7605,0.7141709997221553
2775,GBR,1975,United Kingdom of Great Britain and Northern Ireland,,257.981,148.043,0.5738523379628733,False,,,203.012,0.7292327547140071
2776,GBR,1976,United Kingdom of Great Britain and Northern Ireland,,289.98,175.841,0.6063900958686805,False,,,232.9105,0.7549724035627419
2777,GBR,1977,United Kingdom of Great Britain and Northern Ireland,,315.614,191.862,0.6079007902057577,False,,,253.738,0.7561421623879749
2778,GBR,1978,United Kingdom of Great Britain and Northern Ireland,,361.555,216.63,0.599161953229799,False,,,289.0925,0.7493449328502123
2779,GBR,1979,United Kingdom of Great Britain and Northern Ireland,,419.75,252.179,0.6007837998808815,False,,,335.9645,0.7506120438320121
2780,GBR,1980,United Kingdom of Great Britain and Northern Ireland,,489.55,297.601,0.6079072617710142,True,,,393.57550000000003,0.7561471687134996
2781,GBR,1981,United Kingdom of Great Britain and Northern Ireland,,543.761,330.985,0.6086957321323155,False,,,437.373,0.7567568185507565
2782,GBR,1982,United Kingdom of Great Britain and Northern Ireland,554.197,593.47,363.547,0.6125785633646182,False,0.17080935791547616,0.8291906420845239,478.5085,0.7597503492623433
2783,GBR,1983,United Kingdom of Great Britain and Northern Ireland,600.744,643.568,395.156,0.6140081545384481,True,0.17239102780864032,0.8276089721913596,519.362,0.7608488876737228
2784,GBR,1984,United Kingdom of Great Britain and Northern Ireland,643.828,689.769,421.482,0.611048046519922,False,0.17123826350139976,0.8287617364986002,555.6255,0.7585720957731422
2796,GBR,1998,United Kingdom of Great Britain and Northern Ireland,,1615.467,1365.867,0.8454935941124144,False,,,1490.667,0.916279088488576
2802,GBR,2000,United Kingdom of Great Britain and Northern Ireland,1959.533,2044.467,1494.567,0.7310301413522449,False,0.15445353700672884,0.8455464629932712,1769.517,0.8446186162664727
2805,GBR,2001,United Kingdom of Great Britain and Northern Ireland,1949.133,2037.1,1590.767,0.7808978449757008,False,0.19708827265741027,0.8029117273425898,1813.9335,0.8769709584171635
2808,GBR,2002,United Kingdom of Great Britain and Northern Ireland,2046.2,2268.067,1676.133,0.7390138827468501,False,0.3748171248821659,0.6251828751178341,1972.1,0.8499229248009736
2811,GBR,2003,United Kingdom of Great Britain and Northern Ireland,2112.933,2336.967,1736.367,0.7430002220827251,False,0.3730169830169831,0.6269830169830168,2036.667,0.852553215621405
2814,GBR,2004,United Kingdom of Great Britain and Northern Ireland,2193.1,2415.4,1829.1,0.7572658772874058,False,0.37915742793791596,0.620842572062084,2122.25,0.8618683001531393
2817,GBR,2005,United Kingdom of Great Britain and Northern Ireland,1680.222,2078.462,1290.213,0.620753711157577,True,0.5052210659322117,0.4947789340677883,1684.3375,0.766006219062391
2820,GBR,2006,United Kingdom of Great Britain and Northern Ireland,1750.45,2164.076,1340.903,0.6196191815814233,False,0.5024776079876283,0.4975223920123717,1752.4895000000001,0.7651418168268626
2823,GBR,2007,United Kingdom of Great Britain and Northern Ireland,1819.758,2233.261,1404.491,0.6288969359156856,False,0.4989357722890548,0.5010642277109452,1818.876,0.7721752334958513
2826,GBR,2008,United Kingdom of Great Britain and Northern Ireland,1890.482,2324.054,1458.775,0.6276855012835331,False,0.5010776870812768,0.49892231291872324,1891.4145,0.7712614025111894
2829,GBR,2009,United Kingdom of Great Britain and Northern Ireland,1912.966,2346.685,1486.289,0.6333568416724017,False,0.5040923016843408,0.4959076983156592,1916.487,0.7755278277389828
2832,GBR,2010,United Kingdom of Great Britain and Northern Ireland,1944.876,2380.216,1516.413,0.6370904993496389,False,0.5039806529961114,0.4960193470038886,1948.3145,0.778320440565422
2835,GBR,2011,United Kingdom of Great Britain and Northern Ireland,1973.769,2416.518,1538.277,0.6365675736741874,False,0.5041315538673325,0.49586844613266745,1977.3975,0.7779300823430797
2838,GBR,2012,United Kingdom of Great Britain and Northern Ireland,2014.78,2456.823,1576.496,0.6416807397195484,False,0.5021350021071715,0.49786499789282845,2016.6595,0.78173633179027
2841,GBR,2013,United Kingdom of Great Britain and Northern Ireland,2057.561,2504.403,1617.156,0.6457251488678141,False,0.5036275129698942,0.49637248703010584,2060.7794999999996,0.7847302440654133
2844,GBR,2014,United Kingdom of Great Britain and Northern Ireland,2086.503,2536.357,1639.382,0.6463530173394361,False,0.5015234538309316,0.49847654616906845,2087.8695,0.7851937106222396
2847,GBR,2015,United Kingdom of Great Britain and Northern Ireland,2131.64,2581.271,1680.853,0.6511726199999922,False,0.4993580759158527,0.5006419240841473,2131.062,0.7887396049481433
2850,GBR,2016,United Kingdom of Great Britain and Northern Ireland,2173.03,2640.146,1715.012,0.6495898332895226,False,0.5049171255191138,0.49508287448088617,2177.579,0.7875773967327935
2853,GBR,2017,United Kingdom of Great Britain and Northern Ireland,2243.247,2723.063,1764.867,0.6481183138252768,False,0.5007493247728024,0.49925067522719757,2243.965,0.7864948873979762
2856,GBR,2018,United Kingdom of Great Britain and Northern Ireland,2315.906,2786.275,1849.892,0.6639301576477555,False,0.502325437347752,0.49767456265224796,2318.0835,0.7980264731619892
2859,GBR,2019,United Kingdom of Great Britain and Northern Ireland,2482.0,2968.0,1997.0,0.6728436657681941,False,0.5005149330587023,0.4994850669412977,2482.5,0.8044310171198389
2862,GBR,2020,United Kingdom of Great Britain and Northern Ireland,2543.343,3023.062,2082.927,0.6890123325290716,False,0.5102660788078309,0.4897339211921691,2552.9945,0.8158760232346761
2865,GBR,2021,United Kingdom of Great Britain and Northern Ireland,2553.992,3019.46,2099.43,0.695299821822445,False,0.5059269806419353,0.4940730193580647,2559.4449999999997,0.820267675218651
2868,GBR,2022,United Kingdom of Great Britain and Northern Ireland,2744.647,3219.269,2271.927,0.7057276046208006,False,0.5010038613299105,0.4989961386700895,2745.598,0.82747984227844
2871,GBR,2023,United Kingdom of Great Britain and Northern Ireland,2913.212,3388.911,2437.933,0.719385371879049,False,0.5002208252977461,0.49977917470225386,2913.422,0.8367936399189682
2880,GEO,1999,Georgia,67.5,90.9,47.4,0.5214521452145214,False,0.5379310344827587,0.4620689655172413,69.15,0.685466377440347
2883,GEO,2000,Georgia,72.3,95.9,58.8,0.6131386861313868,False,0.6361185983827494,0.3638814016172506,77.35,0.7601809954751131
2886,GEO,2001,Georgia,94.6,125.2,63.5,0.5071884984025559,False,0.49594813614262573,0.5040518638573743,94.35,0.6730259671436143
2889,GEO,2002,Georgia,113.5,150.1,75.7,0.5043304463690873,False,0.49193548387096775,0.5080645161290323,112.9,0.6705048715677591
2892,GEO,2003,Georgia,125.9,163.0,85.7,0.5257668711656441,False,0.47994825355756787,0.5200517464424321,124.35,0.6891837555287496
2895,GEO,2004,Georgia,156.6,200.7,108.0,0.5381165919282511,False,0.47572815533980584,0.5242718446601942,154.35,0.6997084548104957
2898,GEO,2005,Georgia,204.2,267.9,131.1,0.4893617021276596,False,0.46564327485380114,0.5343567251461989,199.5,0.6571428571428571
2901,GEO,2006,Georgia,277.9,362.0,177.6,0.49060773480662984,False,0.45607375271149686,0.5439262472885031,269.8,0.6582653817642697
2904,GEO,2007,Georgia,368.1,475.6,240.2,0.5050462573591252,False,0.45666949872557344,0.5433305012744265,357.9,0.671137189158983
2907,GEO,2008,Georgia,534.9,678.4,367.7,0.5420106132075472,False,0.4618603154168008,0.5381396845831992,523.05,0.702992065768091
2910,GEO,2009,Georgia,556.8,690.8,398.3,0.5765778807180082,False,0.4581196581196582,0.5418803418803417,544.55,0.7314296207878065
2913,GEO,2010,Georgia,597.6,742.8,426.6,0.574313408723748,False,0.4592030360531308,0.5407969639468693,584.7,0.7296049256028733
2916,GEO,2011,Georgia,635.967,771.138,460.2,0.596780342818017,False,0.43472010497269564,0.5652798950273044,615.669,0.7474795710032501
2919,GEO,2012,Georgia,712.5,859.6,517.9,0.6024895300139599,False,0.43049458589405915,0.5695054141059408,688.75,0.7519419237749546
2922,GEO,2013,Georgia,773.1,920.3,585.0,0.6356622840378138,False,0.4390098419325975,0.5609901580674025,752.65,0.7772537035806816
2925,GEO,2014,Georgia,818.021,979.965,617.881,0.6305133346599113,False,0.4472553330166482,0.5527446669833518,798.923,0.7733924295582928
2928,GEO,2015,Georgia,900.416,1074.322,692.531,0.6446214449671513,False,0.4555005225371993,0.5444994774628007,883.4264999999999,0.7839146776783354
2931,GEO,2016,Georgia,940.01,1116.591,731.224,0.6548718375842185,False,0.4582151559422576,0.5417848440577424,923.9075,0.791447195741998
2934,GEO,2017,Georgia,546.466,634.781,461.697,0.7273327336514483,False,0.5102435811513483,0.48975641884865173,548.239,0.8421454876431629
2937,GEO,2018,Georgia,556.574,646.709,471.008,0.7283152082312138,False,0.513002202605563,0.48699779739443705,558.8584999999999,0.8428036792855437
2940,GEO,2019,Georgia,599.346,686.685,515.48,0.7506789867260827,False,0.5101428112496713,0.4898571887503287,601.0825,0.8575861050687719
2943,GEO,2020,Georgia,613.599,684.379,544.624,0.7957929743606978,False,0.5064577295982253,0.4935422704017747,614.5015000000001,0.8862858756243881
2946,GEO,2021,Georgia,663.756,753.966,575.975,0.7639270205818299,False,0.5068233787101597,0.4931766212898403,664.9705,0.8661662434649356
2949,GEO,2022,Georgia,745.602,848.333,648.808,0.7648034439306263,False,0.5148778348577873,0.48512216514221274,748.5705,0.8667293194161404
2952,GEO,2023,Georgia,866.97,992.328,751.361,0.7571700083037061,False,0.5202289110127111,0.47977108898728893,871.8444999999999,0.8618062051202938
2963,GGY,2013,Guernsey,2470.0,2730.0,2166.667,0.7936509157509157,False,0.46153873463830447,0.5384612653616956,2448.3334999999997,0.8849558281173705
2983,GHA,1991,Ghana,31533.845,32976.372,27343.181,0.8291749316753219,False,0.2560763517516096,0.7439236482483904,30159.7765,0.9066108629816936
2984,GHA,2006,Ghana,1159860.505,1236036.92,941622.688,0.761807898100649,True,0.258738901589513,0.741261098410487,1088829.804,0.8648024553890701
2985,GHA,2013,Ghana,625.753,679.554,500.584,0.7366360877869897,True,0.3006146281499689,0.6993853718500311,590.069,0.8483482440189198
2988,GHA,2015,Ghana,895.608,1008.882,710.52,0.7042647207502959,True,0.3796529048605386,0.6203470951394614,859.701,0.8264733901670465
2991,GHA,2017,Ghana,849.39,954.579,621.538,0.6511121656772253,True,0.31584399518377615,0.6841560048162239,788.0585,0.7886952554918195
2994,GHA,2022,Ghana,1797.204,2067.396,1299.269,0.6284567639678126,False,0.3517543322914052,0.6482456677085948,1683.3325,0.7718433523976992
3007,GIB,1980,Gibraltar,398.187,422.175,278.289,0.65917925031089,False,0.1667153162920645,0.8332846837079355,350.23199999999997,0.7945847324059481
3008,GIB,1981,Gibraltar,,433.13,294.224,0.6792972086902316,False,,,363.677,0.8090255913901621
3009,GIB,1982,Gibraltar,462.617,500.375,310.331,0.6201968523607295,False,0.1986803056134368,0.8013196943865633,405.353,0.7655820975791471
3010,GIB,1983,Gibraltar,485.999,526.961,328.127,0.6226779590899516,False,0.20601104438878656,0.7939889556112134,427.544,0.7674695469939936
3011,GIB,1984,Gibraltar,498.859,543.761,326.309,0.6000963658666216,False,0.20649154755992127,0.7935084524400787,435.03499999999997,0.750075281299206
3012,GIB,1985,Gibraltar,538.479,580.177,373.419,0.6436294441179157,False,0.20167538861857812,0.7983246113814219,476.798,0.7831807180399246
3013,GIB,1986,Gibraltar,571.387,621.312,394.29,0.6346086990111248,False,0.21991260758869216,0.7800873924113079,507.80100000000004,0.7764655839590705
3014,GIB,1987,Gibraltar,602.216,655.562,411.61,0.6278734887012976,False,0.21867416540958878,0.7813258345904113,533.586,0.7714032976877204
3015,GIB,1988,Gibraltar,685.569,745.756,461.838,0.6192883463223897,False,0.2119872639283174,0.7880127360716827,603.797,0.7648895241281424
3016,GIB,1989,Gibraltar,750.172,807.328,538.003,0.6663995303024298,False,0.21221943748259525,0.7877805625174048,672.6655000000001,0.7998076309844938
