,ISO,year,country,T,M,F,ratio,break,female_share,male_share,balanced_avg,balanced_ratio
2094,DNK,1969,Denmark,2163.656,2397.631,1528.915,0.637677357358159,False,0.26933428185966407,0.730665718140336,1963.273,0.7787582266959308
2095,DNK,1970,Denmark,2402.192,2657.436,1702.297,0.6405787383026346,False,0.26723230859592173,0.7327676914040783,2179.8665,0.7809180057586095
2096,DNK,1971,Denmark,2757.189,3037.494,1983.387,0.652968203393982,False,0.26591702739854706,0.7340829726014529,2510.4405,0.7900553707606294
2097,DNK,1972,Denmark,3077.107,3381.921,2260.536,0.6684177424605721,False,0.27181922354944993,0.7281807764505501,2821.2285,0.8012594513347643
2098,DNK,1973,Denmark,3552.774,3883.716,2722.888,0.7011037882275635,False,0.28509133136002923,0.7149086686399708,3303.3019999999997,0.8242927834027891
2099,DNK,1974,Denmark,4237.511,4609.686,3336.293,0.7237571062323985,False,0.2922703360235209,0.7077296639764791,3972.9894999999997,0.839743724467432
2100,DNK,1975,Denmark,5042.919,5466.301,4021.941,0.7357701304776301,False,0.29312775208396824,0.7068722479160318,4744.121,0.8477736971717205
2101,DNK,1976,Denmark,5623.823,6091.318,4538.146,0.7450187299366081,False,0.30099370835940886,0.6990062916405911,5314.732,0.8538804967023736
2102,DNK,1977,Denmark,6169.648,6680.705,5033.336,0.7534138986828486,False,0.3102261849045356,0.6897738150954644,5857.0205000000005,0.8593680011876346
2103,DNK,1978,Denmark,6803.872,7374.014,5532.467,0.7502653236080105,False,0.3095994834777498,0.6904005165222502,6453.2405,0.8573161034367152
2104,DNK,1979,Denmark,7577.007,8224.69,6165.574,0.7496421141708683,False,0.3145442024635818,0.6854557975364182,7195.132,0.8569090879778161
2105,DNK,1980,Denmark,8425.913,9159.989,6845.968,0.7473773167194852,False,0.31722961891875623,0.6827703810812438,8002.978499999999,0.8554275136438265
2106,DNK,1981,Denmark,9176.598,9991.366,7468.568,0.7475021933937762,False,0.3229620445235806,0.6770379554764194,8729.967,0.8555093049034435
2107,DNK,1982,Denmark,10132.142,11051.371,8198.874,0.7418874997500311,False,0.32225415136282337,0.6777458486371766,9625.1225,0.8518202235867648
2108,DNK,1983,Denmark,11935.321,13622.578,9125.993,0.669916736758637,False,0.37523075845335957,0.6247692415466404,11374.2855,0.8023354961505055
2109,DNK,1984,Denmark,11583.871,13101.422,8941.287,0.6824669108437237,False,0.3647840755167804,0.6352159244832196,11021.354500000001,0.8112693408056151
2110,DNK,1985,Denmark,12374.376,13950.091,9540.045,0.6838697324626771,False,0.35730126171019533,0.6426987382898046,11745.068,0.8122596650781417
2111,DNK,1986,Denmark,13093.666,14743.65,9996.679,0.6780328480396646,False,0.3475867031839884,0.6524132968160117,12370.164499999999,0.8081282185050975
2112,DNK,1987,Denmark,14352.273,16131.921,10974.894,0.6803215810441918,False,0.3450918523405057,0.6549081476594942,13553.407500000001,0.8097516436364803
2113,DNK,1988,Denmark,15079.418,16935.702,11603.088,0.6851258955784649,False,0.3481002000144771,0.6518997999855229,14269.395,0.8131450562550129
2114,DNK,1989,Denmark,15406.553,17252.945,11981.392,0.6944548887161004,False,0.3502557974851054,0.6497442025148946,14617.1685,0.8196794064459201
2115,DNK,1990,Denmark,16312.69,18246.326,12873.255,0.7055258686050002,False,0.35987538597572966,0.6401246140242703,15559.7905,0.8273411521832508
2118,DNK,1991,Denmark,16507.295,18281.913,13062.688,0.7145142852391869,False,0.34001561534519054,0.6599843846548095,15672.300500000001,0.8334888678276683
2121,DNK,2002,Denmark,3249.98,3545.3,2780.01,0.7841395650579641,False,0.3858929294777146,0.6141070705222854,3162.655,0.8790114634697747
2124,DNK,2004,Denmark,3081.485,3485.147,2640.437,0.7576257185134515,False,0.47787051177327106,0.5221294882267289,3062.792,0.8621013114831173
2127,DNK,2005,Denmark,3141.032,3522.273,2732.568,0.7757967653273895,False,0.48276381686832426,0.5172361831316757,3127.4205,0.8737449920789354
2130,DNK,2006,Denmark,3243.664,3615.529,2839.049,0.7852375129614505,False,0.4789112404698122,0.5210887595301879,3227.2889999999998,0.8797008882687606
2133,DNK,2007,Denmark,3919.312,4299.238,3481.766,0.8098565373677846,False,0.46475720269318127,0.5352427973068188,3890.5020000000004,0.8949400360159177
2136,DNK,2008,Denmark,3980.118,4429.592,3510.304,0.792466665101436,False,0.4889370904439087,0.5110629095560912,3969.948,0.8842191383866993
2139,DNK,2009,Denmark,4113.236,4521.67,3705.826,0.8195702030444504,False,0.500627570957193,0.499372429042807,4113.748,0.9008393319182411
2142,DNK,2010,Denmark,3876.425,4170.229,3580.964,0.8586972082348475,False,0.4985940111834233,0.5014059888165767,3875.5965,0.9239775090105484
2145,DNK,2011,Denmark,4056.476,4349.651,3741.845,0.8602632716969706,False,0.4823496312968278,0.5176503687031722,4045.7479999999996,0.9248833590228557
2148,DNK,2012,Denmark,4196.064,4522.333,3832.729,0.8475114503951833,False,0.47312515588656595,0.5268748441134341,4177.531,0.917462730976742
2151,DNK,2013,Denmark,4289.899,4673.957,3885.95,0.8314047390679887,False,0.48737891922279847,0.5126210807772016,4279.9535,0.907942107314951
2154,DNK,2014,Denmark,4374.809,4799.33,3927.687,0.8183823575374063,False,0.4870354032556904,0.5129645967443096,4363.5085,0.9001213129297215
2157,DNK,2015,Denmark,4444.607,4874.18,3987.424,0.8180707318974678,False,0.48443201963110505,0.515567980368895,4430.802,0.8999327886915282
2160,DNK,2016,Denmark,4433.877,4837.038,4017.366,0.8305425758491044,False,0.491856498697039,0.5081435013029609,4427.201999999999,0.9074277613716294
2163,DNK,2017,Denmark,4501.776,4984.993,4015.676,0.8055529867343845,False,0.49851287040256215,0.5014871295974379,4500.3345,0.892306116356462
2166,DNK,2018,Denmark,4581.099,5070.776,4084.978,0.8055922801559368,False,0.4967315819265202,0.5032684180734798,4577.877,0.8923302220658178
2169,DNK,2019,Denmark,4707.56,5190.906,4214.601,0.8119201156792282,False,0.4950768458627165,0.5049231541372835,4702.7535,0.8961985781308759
2172,DNK,2020,Denmark,5273.986,5733.827,4776.425,0.8330256563373817,False,0.4803008558578323,0.5196991441421677,5255.126,0.9089077978339625
2175,DNK,2021,Denmark,5583.08,5987.452,5151.531,0.8603878578066262,False,0.48374427727022073,0.5162557227297793,5569.4915,0.9249553572350366
2178,DNK,2022,Denmark,5642.185,6037.343,5218.516,0.8643729534664504,False,0.4825903395955426,0.5174096604044573,5627.9295,0.9272532642777418
2181,DNK,2023,Denmark,5666.941,6108.578,5174.567,0.8470984572841666,False,0.4728391849774793,0.5271608150225207,5641.5725,0.9172206862536996
2190,DOM,2000,Dominican Republic,4704.57,5210.158,3979.993,0.763891037469497,True,0.4109920213955042,0.5890079786044957,4595.0755,0.8661431134265367
2193,DOM,2001,Dominican Republic,5070.581,5550.204,4364.417,0.7863525376724892,False,0.40447652065674516,0.5955234793432549,4957.3105,0.8804001685994857
2196,DOM,2002,Dominican Republic,5157.613,5646.97,4489.981,0.7951133085530824,False,0.4229573487734108,0.5770426512265892,5068.4755000000005,0.885864201178441
2199,DOM,2003,Dominican Republic,5598.878,6143.956,4884.836,0.7950636365234387,False,0.4329039329055217,0.5670960670944782,5514.396000000001,0.8858333714154731
2202,DOM,2004,Dominican Republic,6774.098,7467.786,5830.208,0.7807143911194027,False,0.4236060816645069,0.5763939183354931,6648.996999999999,0.876855261026588
2205,DOM,2005,Dominican Republic,7753.122,8405.184,6882.334,0.8188201471853561,False,0.4281853104376657,0.5718146895623343,7643.759,0.9003860535111062
2208,DOM,2006,Dominican Republic,8588.013,9521.108,7400.17,0.7772383214222547,False,0.43994449625590154,0.5600555037440984,8460.639,0.8746585216553975
2211,DOM,2007,Dominican Republic,9217.967,10196.428,7940.664,0.7787691925054538,False,0.433760357909781,0.5662396420902189,9068.546,0.8756270299560701
2214,DOM,2008,Dominican Republic,10298.722,11607.875,8678.233,0.7476159934527207,False,0.44686449743688833,0.5531355025631117,10143.054,0.8555838310631098
2217,DOM,2009,Dominican Republic,11038.588,12149.105,9676.714,0.7964960381855289,False,0.44916722314553,0.5508327768544701,10912.9095,0.8867217308088187
2220,DOM,2010,Dominican Republic,11326.755,12167.301,10348.724,0.8505357104258373,False,0.46219984086458843,0.5378001591354116,11258.0125,0.919231880405178
2223,DOM,2011,Dominican Republic,12128.816,12832.988,11345.169,0.8840629321869544,False,0.4732914420369675,0.5267085579630325,12089.0785,0.9384643337372655
2226,DOM,2012,Dominican Republic,13259.004,13790.679,12672.785,0.9189384366063483,False,0.47560412704603405,0.524395872953966,13231.732,0.9577570797231988
2229,DOM,2013,Dominican Republic,13371.922,14073.325,12563.319,0.8927043893323006,False,0.46450345230416284,0.5354965476958371,13318.322,0.9433109516348981
2232,DOM,2014,Dominican Republic,13895.798,14771.314,12938.756,0.8759380512796626,False,0.47775622927077843,0.5222437707292216,13855.035,0.9338667134366676
2235,DOM,2015,Dominican Republic,13062.85,13558.199,12509.756,0.922670924065947,True,0.4724615453582118,0.5275384546417883,13033.9775,0.959780389370781
2238,DOM,2016,Dominican Republic,13570.556,14179.381,12884.637,0.9086882565607061,False,0.4702280914219332,0.5297719085780668,13532.009,0.952159949051172
2241,DOM,2017,Dominican Republic,14544.43,15065.444,14006.166,0.9296882322220308,False,0.491857661539274,0.508142338460726,14535.805,0.963563146313534
2244,DOM,2018,Dominican Republic,15971.025,16788.524,15098.984,0.8993633984738623,False,0.48385892017945786,0.5161410798205421,15943.754,0.9470156150176426
2247,DOM,2019,Dominican Republic,16884.531,17618.909,16120.414,0.9149496146441304,False,0.49007704396744806,0.509922956032552,16869.661500000002,0.9555860975633683
2250,DOM,2020,Dominican Republic,19206.503,20212.957,18146.116,0.8977467275075093,True,0.48695279414333253,0.5130472058566675,19179.536500000002,0.9461185884236566
2253,DOM,2021,Dominican Republic,20473.529,21513.446,19374.89,0.900594446840362,False,0.486270642433493,0.513729357566507,20444.167999999998,0.9476976514769396
2256,DOM,2022,Dominican Republic,22602.613,23902.956,21228.651,0.8881182310673208,False,0.4862358631494907,0.5137641368505093,22565.8035,0.9407442992224939
2259,DOM,2023,Dominican Republic,25548.746,27247.579,23807.72,0.8737554261242806,False,0.49386704513179236,0.5061329548682076,25527.6495,0.9326248388046852
2262,ECU,2001,Ecuador,160.006,168.945,142.223,0.8418301814199889,False,0.33451837437317566,0.6654816256268243,155.584,0.9141235602632662
2265,ECU,2003,Ecuador,207.696,215.249,192.426,0.893969309961951,False,0.3309380887701001,0.6690619112298999,203.83749999999998,0.9440166799533943
2268,ECU,2004,Ecuador,229.958,237.416,215.063,0.9058488054722512,False,0.33364649040397243,0.6663535095960276,226.2395,0.9505988123205718
2271,ECU,2005,Ecuador,242.427,251.451,225.162,0.8954508035362755,False,0.3432614401460689,0.656738559853931,238.3065,0.9448420416564383
2274,ECU,2006,Ecuador,258.327,264.448,245.953,0.9300618647144241,True,0.33095431197620917,0.6690456880237908,255.20049999999998,0.96376378572926
2277,ECU,2007,Ecuador,280.923,289.24,264.364,0.9139952980224034,False,0.33433831805756536,0.6656616819424346,276.802,0.9550653535740347
2280,ECU,2008,Ecuador,298.705,308.596,279.42,0.905455676677598,False,0.3390115163147801,0.6609884836852199,294.00800000000004,0.9503823025223803
2283,ECU,2009,Ecuador,317.0,325.098,301.463,0.927298845271272,False,0.3426274592764974,0.6573725407235026,313.2805,0.9622782139328813
2286,ECU,2010,Ecuador,354.506,361.149,342.061,0.9471464686320604,True,0.3480196982397329,0.6519803017602671,351.605,0.9728559036418707
2289,ECU,2011,Ecuador,386.555,388.826,382.186,0.9829229526832053,False,0.34201807228915665,0.6579819277108434,385.506,0.9913879420813165
2292,ECU,2012,Ecuador,408.62,406.076,413.459,1.0181813256631762,False,0.34457537586346865,0.6554246241365314,409.76750000000004,1.009008767166747
2295,ECU,2013,Ecuador,450.818,449.942,452.518,1.005725182356837,False,0.3400621118012377,0.6599378881987623,451.23,1.0028544201405047
2298,ECU,2014,Ecuador,484.434,481.808,489.576,1.016122604855046,True,0.3380535530381081,0.6619464469618919,485.692,1.007996837501956
2301,ECU,2015,Ecuador,498.46,497.777,499.779,1.0040218812841895,False,0.3411588411588359,0.6588411588411641,498.778,1.0020069048755158
2304,ECU,2016,Ecuador,498.023,499.111,495.968,0.9937028035847738,False,0.34616608335983934,0.6538339166401607,497.5395,0.996841456808957
2307,ECU,2017,Ecuador,500.091,499.818,500.608,1.00158057532942,False,0.3455696202531867,0.6544303797468133,500.21299999999997,1.0007896636033051
2310,ECU,2018,Ecuador,514.6,512.107,519.416,1.0142724079147523,False,0.34108633191955445,0.6589136680804455,515.7615000000001,1.007085639389524
2313,ECU,2019,Ecuador,512.064,505.553,524.583,1.0376419485197397,False,0.3421439831844444,0.6578560168155556,515.068,1.0184732889637873
2316,ECU,2020,Ecuador,472.334,446.541,525.905,1.177730600325614,True,0.32499621994859146,0.6750037800514086,486.22299999999996,1.08161275793206
2319,ECU,2021,Ecuador,482.378,469.86,507.824,1.0807985357340484,False,0.3297334316721097,0.6702665683278903,488.842,1.0388305423838378
2322,ECU,2022,Ecuador,499.383,494.815,508.533,1.0277234926184533,False,0.3329931476891659,0.6670068523108341,501.674,1.0136722253893964
2325,ECU,2023,Ecuador,509.086,501.085,523.693,1.0451180937365916,False,0.3539012738853517,0.6460987261146482,512.389,1.0220613635343458
2328,ECU,2024,Ecuador,525.094,518.459,538.001,1.0376924694141678,False,0.33952512537100066,0.6604748746289993,528.23,1.018497624140999
2330,EGY,1969,Egypt,17.407,17.71,12.514,0.7066064370412196,False,0.058314087759815385,0.9416859122401846,15.112,0.8280836421386977
2331,EGY,1970,Egypt,16.974,17.277,12.037,0.6967066041558141,False,0.057824427480916187,0.9421755725190838,14.657,0.8212458211093676
2332,EGY,1971,Egypt,17.277,17.536,11.864,0.6765510948905109,False,0.04566290550070527,0.9543370944992947,14.700000000000001,0.8070748299319728
2333,EGY,1972,Egypt,19.485,19.831,13.899,0.7008723715395089,False,0.05832771409305463,0.9416722859069454,16.865,0.8241328194485621
2334,EGY,1973,Egypt,20.221,20.481,13.466,0.6574874273717103,False,0.03706343549536728,0.9629365645046327,16.9735,0.7933543464812796
2335,EGY,1974,Egypt,22.992,23.339,17.32,0.7421054886670381,False,0.05765077255357997,0.94234922744642,20.3295,0.8519638948326325
2336,EGY,1975,Egypt,24.161,24.638,17.32,0.7029791379170387,False,0.0651817436458049,0.9348182563541951,20.979,0.825587492254159
2337,EGY,1976,Egypt,28.232,28.621,21.52,0.7518954613745152,False,0.05478101675820299,0.945218983241797,25.0705,0.8583793701761034
2338,EGY,1977,Egypt,34.64,35.463,22.256,0.627583678763782,False,0.06231543878246387,0.9376845612175362,28.8595,0.7711845319565481
2339,EGY,1978,Egypt,38.537,38.71,36.372,0.9396021699819168,False,0.07399486740804181,0.9260051325919582,37.541,0.9688607122878986
2340,EGY,1982,Egypt,81.621,83.872,55.164,0.6577165204120565,False,0.07841019924759667,0.9215898007524034,69.518,0.7935211024482868
2341,EGY,1985,Egypt,138.56,138.56,116.91,0.84375,False,-0.0,1.0,127.735,0.9152542372881356
2342,EGY,1986,Egypt,147.22,151.55,121.24,0.7999999999999999,False,0.14285714285714318,0.8571428571428568,136.395,0.8888888888888888
2343,EGY,1987,Egypt,164.54,168.87,134.23,0.7948717948717948,False,0.1250000000000003,0.8749999999999997,151.55,0.8857142857142856
2344,EGY,1988,Egypt,186.19,194.85,155.88,0.8,False,0.22222222222222215,0.7777777777777779,175.365,0.8888888888888888
2345,EGY,1989,Egypt,212.17,216.5,181.86,0.8400000000000001,False,0.12500000000000042,0.8749999999999996,199.18,0.9130434782608696
2346,EGY,1990,Egypt,238.15,246.81,199.18,0.8070175438596492,False,0.18181818181818177,0.8181818181818182,222.995,0.8932038834951457
2349,EGY,1991,Egypt,255.47,264.13,216.5,0.819672131147541,False,0.18181818181818177,0.8181818181818182,240.315,0.9009009009009009
2352,EGY,1992,Egypt,277.12,285.78,242.48,0.8484848484848485,False,0.19999999999999934,0.8000000000000007,264.13,0.9180327868852459
2355,EGY,1993,Egypt,329.08,333.41,285.78,0.857142857142857,False,0.09090909090909167,0.9090909090909083,309.595,0.9230769230769229
2358,EGY,1994,Egypt,355.06,359.39,298.77,0.8313253012048193,False,0.07142857142857116,0.9285714285714288,329.08,0.9078947368421052
2364,EGY,1996,Egypt,428.67,441.66,359.39,0.8137254901960783,False,0.1578947368421053,0.8421052631578947,400.525,0.8972972972972973
2367,EGY,1997,Egypt,463.31,471.97,407.02,0.8623853211009174,False,0.13333333333333364,0.8666666666666664,439.495,0.9261083743842364
2370,EGY,1998,Egypt,489.29,497.95,424.34,0.8521739130434782,False,0.11764705882352895,0.882352941176471,461.145,0.92018779342723
2373,EGY,1999,Egypt,619.19,640.84,502.28,0.7837837837837837,False,0.15624999999999978,0.8437500000000002,571.56,0.8787878787878788
2376,EGY,2000,Egypt,701.46,731.77,541.25,0.7396449704142012,False,0.1590909090909088,0.8409090909090912,636.51,0.8503401360544218
2379,EGY,2001,Egypt,666.82,679.81,575.89,0.8471337579617835,False,0.12499999999999904,0.875000000000001,627.8499999999999,0.9172413793103449
2382,EGY,2002,Egypt,705.79,723.11,601.87,0.8323353293413174,False,0.14285714285714327,0.8571428571428568,662.49,0.9084967320261438
2385,EGY,2003,Egypt,753.42,775.07,645.17,0.8324022346368714,False,0.16666666666666724,0.8333333333333328,710.12,0.9085365853658536
2388,EGY,2004,Egypt,822.7,835.69,731.77,0.8756476683937823,False,0.125,0.875,783.73,0.9337016574585635
2391,EGY,2005,Egypt,896.31,930.95,723.11,0.7767441860465116,False,0.16666666666666713,0.8333333333333328,827.03,0.87434554973822
2394,EGY,2006,Egypt,991.57,1021.88,814.04,0.7966101694915254,False,0.14583333333333304,0.854166666666667,917.96,0.8867924528301886
2397,EGY,2007,Egypt,1091.16,1130.13,878.99,0.7777777777777777,False,0.1551724137931035,0.8448275862068965,1004.5600000000001,0.875
2400,EGY,2008,Egypt,71.235,76.741,43.84,0.5712722013004783,True,0.16735053645785844,0.8326494635421415,60.2905,0.7271460677884576
2403,EGY,2009,Egypt,240.272,272.022,79.912,0.29377035680937574,False,0.16526989745458331,0.8347301025454167,175.96699999999998,0.4541306040337109
2406,EGY,2010,Egypt,760.359,800.762,600.5,0.7499107100486787,False,0.20175070657438715,0.7982492934256129,700.631,0.8570845423625275
2409,EGY,2011,Egypt,953.332,945.452,981.859,1.0385075075202126,False,0.2164418930425464,0.7835581069574535,963.6555000000001,1.018890049400434
2412,EGY,2012,Egypt,1296.577,1285.991,1332.892,1.0364707062491108,False,0.2257094731455619,0.7742905268544381,1309.4415,1.0179087801936935
2415,EGY,2013,Egypt,1398.949,1437.857,1264.304,0.8792974544756538,False,0.22418511924311263,0.7758148807568874,1351.0805,0.9357725168855594
2418,EGY,2015,Egypt,1816.641,1855.046,1683.266,0.9073985227320509,False,0.223570846431482,0.7764291535685179,1769.156,0.9514514265559397
2421,EGY,2016,Egypt,1961.061,2024.731,1742.14,0.8604303485253103,True,0.22530795389803673,0.7746920461019633,1883.4355,0.9249799103818528
2424,EGY,2017,Egypt,2153.413,2229.71,1892.742,0.8488736203362769,False,0.22642209349255718,0.7735779065074428,2061.226,0.9182602975122572
2427,EGY,2018,Egypt,2245.307,2325.148,1950.08,0.8386906983985535,False,0.21287073277379118,0.7871292672262088,2137.614,0.912269474283009
2430,EGY,2019,Egypt,2592.565,2665.639,2157.66,0.8094344357956946,False,0.14385240334738253,0.8561475966526175,2411.6495,0.8946822496386808
2433,EGY,2020,Egypt,2705.454,2783.753,2350.276,0.8442832392098005,False,0.18063011416984043,0.8193698858301596,2567.0145,0.9155678707697209
2436,EGY,2021,Egypt,2912.839,2980.197,2621.784,0.8797351316037161,False,0.1879340314106915,0.8120659685893085,2800.9905,0.9360203113862757
2439,EGY,2022,Egypt,3241.331,3306.615,2946.025,0.8909489009152866,False,0.18104772733575447,0.8189522726642455,3126.3199999999997,0.94232995982497
2442,EGY,2023,Egypt,3889.176,3976.351,3385.253,0.8513466240782064,False,0.14747977492733894,0.8525202250726611,3680.802,0.9197052707534934
2470,ESP,2006,Spain,1572.821,1745.746,1324.208,0.7585341739290825,False,0.4102239892963391,0.5897760107036609,1534.977,0.8626891477852763
2473,ESP,2007,Spain,1976.1,2196.898,1669.911,0.7601222268853629,False,0.4189818724181056,0.5810181275818944,1933.4045,0.8637152753084003
2476,ESP,2008,Spain,2191.699,2457.322,1851.946,0.7536440075822378,False,0.4387735886457341,0.5612264113542659,2154.634,0.8595176721429254
2479,ESP,2009,Spain,1815.18,2023.93,1570.78,0.7761039166374331,False,0.4606642392143881,0.539335760785612,1797.355,0.8739397614828456
2482,ESP,2010,Spain,1838.82,2049.81,1595.78,0.7785014220830223,False,0.46470497544215145,0.5352950245578485,1822.795,0.8754577448369125
2485,ESP,2011,Spain,1841.75,2058.04,1601.05,0.7779489222755631,False,0.4732926322238998,0.5267073677761003,1829.545,0.8751082919523706
2488,ESP,2012,Spain,1850.26,2083.74,1595.48,0.7656809390806916,False,0.4781878507352638,0.5218121492647362,1839.61,0.8672925239588827
2491,ESP,2013,Spain,1869.11,2102.1,1621.61,0.7714238142809571,False,0.48490083040229764,0.5150991695977023,1861.855,0.8709647099263905
2494,ESP,2014,Spain,1881.32,2125.86,1618.1,0.7611507813308496,False,0.48160548290530975,0.5183945170946902,1871.98,0.8643788929368903
2497,ESP,2015,Spain,1893.7,2122.47,1643.79,0.7744703105344246,False,0.4779184423832202,0.5220815576167799,1883.1299999999999,0.8729030921922544
2500,ESP,2016,Spain,1878.09,2075.65,1661.0,0.8002312528605496,False,0.476450018087544,0.523549981912456,1868.325,0.8890316192311295
2503,ESP,2017,Spain,1888.95,2090.65,1668.68,0.7981632506636692,False,0.4779960660710478,0.5220039339289522,1879.665,0.8877539348766935
2506,ESP,2018,Spain,1944.42,2161.31,1708.39,0.7904419079169578,False,0.47887044069592855,0.5211295593040715,1934.85,0.8829573351939428
2509,ESP,2019,Spain,2435.809,2717.101,2120.385,0.7803850500956718,False,0.47140013004511355,0.5285998699548864,2418.7430000000004,0.8766474983080054
2512,ESP,2020,Spain,2626.703,2873.061,2349.408,0.8177369015137513,False,0.47046040030325437,0.5295395996967456,2611.2345,0.8997307595315549
2515,ESP,2021,Spain,2593.193,2821.374,2339.935,0.8293600919268413,False,0.47395620213568,0.52604379786432,2580.6544999999996,0.9067215313014587
2518,ESP,2022,Spain,2708.794,2989.707,2400.771,0.8030121346339291,False,0.4769839167583577,0.5230160832416423,2695.239,0.8907451250148875
2521,ESP,2023,Spain,2944.235,3240.36,2624.343,0.8098924193608117,False,0.4807091362738364,0.5192908637261636,2932.3514999999998,0.8949619443644461
2553,EST,2002,Estonia,395.33,451.22,329.82,0.7309516422144408,False,0.4603789126853379,0.5396210873146621,390.52,0.8445662193997747
2559,EST,2004,Estonia,414.186,495.586,338.393,0.6828138809409466,False,0.5178347636345131,0.4821652363654869,416.9895,0.8115144386129626
2562,EST,2005,Estonia,445.495,535.064,359.666,0.6721924853849259,False,0.5106614670634784,0.48933853293652163,447.365,0.8039654420886748
2565,EST,2006,Estonia,512.271,611.912,416.605,0.6808250205911961,False,0.51017628656423,0.48982371343577,514.2585,0.8101081460005036
2568,EST,2007,Estonia,804.916,962.96,650.047,0.6750508847719532,False,0.5050732951331519,0.4949267048668481,806.5035,0.8060064215468377
2571,EST,2008,Estonia,948.293,1127.079,779.151,0.6913011421559624,False,0.5138591892575474,0.48614081074245263,953.115,0.8174784784627248
2574,EST,2009,Estonia,1017.959,1221.729,841.205,0.6885364921353263,False,0.5354984179710086,0.4645015820289914,1031.467,0.8155423295170858
2577,EST,2010,Estonia,1040.87,1251.419,862.178,0.688960292276208,False,0.5409219480989931,0.4590780519010069,1056.7985,0.8158395380008582
2580,EST,2011,Estonia,1043.19,1260.796,852.164,0.6758936417945488,False,0.5325231504140644,0.4674768495859356,1056.48,0.8066068453733152
2581,EST,2012,Estonia,1129.167,1354.624,918.127,0.6777725774827553,False,0.5165144319434041,0.4834855680565959,1136.3755,0.8079433250716861
2584,EST,2013,Estonia,1218.527,1490.048,970.231,0.6511407686195344,False,0.5223395925873913,0.47766040741260873,1230.1395,0.7887162390932085
2587,EST,2014,Estonia,1400.531,1689.055,1133.255,0.6709402594942142,False,0.5191147894926235,0.48088521050737654,1411.1550000000002,0.8030691171416322
2590,EST,2015,Estonia,1429.967,1653.322,1217.125,0.7361693608383606,False,0.5120507477126157,0.4879492522873843,1435.2235,0.8480386504262227
2593,EST,2016,Estonia,1471.64,1714.109,1239.163,0.7229196042958762,False,0.5105190905913511,0.48948090940864886,1476.636,0.83917973014338
2596,EST,2017,Estonia,1482.831,1674.764,1299.89,0.7761630892472015,False,0.5119933631033363,0.4880066368966637,1487.327,0.8739772760126052
2599,EST,2018,Estonia,1637.51,1842.367,1440.261,0.7817448966465422,False,0.5094601920886532,0.49053980791134677,1641.3139999999999,0.8775048528191437
2602,EST,2019,Estonia,1693.642,1886.108,1510.551,0.800882558156797,False,0.5124814608701206,0.4875185391298794,1698.3294999999998,0.8894334108899363
2605,EST,2020,Estonia,1920.384,2149.896,1699.39,0.7904521893152041,False,0.5094538141556386,0.4905461858443614,1924.643,0.8829637496408426
2608,EST,2021,Estonia,2044.395,2248.34,1843.801,0.8200721421137371,False,0.5041417514751361,0.49585824852486393,2046.0705,0.9011424581899792
2611,EST,2022,Estonia,2132.681,2361.554,1916.774,0.8116579167785279,False,0.5145757453122891,0.4854242546877109,2139.1639999999998,0.896038826382643
2614,EST,2023,Estonia,2418.598,2716.815,2142.428,0.788580746204655,False,0.5191917644375657,0.48080823556243435,2429.6215,0.8817949627133279
2617,ETH,2005,Ethiopia,334.991,393.268,237.638,0.6042647761831627,False,0.37445865193086164,0.6255413480691383,315.453,0.7533229989887559
2620,ETH,2013,Ethiopia,1345.499,1516.786,1039.51,0.6853372855498402,False,0.35888458669616746,0.6411154133038326,1278.1480000000001,0.8132939221436014
2623,ETH,2021,Ethiopia,4195.965,4617.399,3439.449,0.7448888432643572,False,0.3577690054756145,0.6422309945243855,4028.424,0.8537951814406826
2626,FIN,2004,Finland,2227.584,2571.503,1887.637,0.7340598086022065,False,0.5029040776994327,0.4970959223005673,2229.57,0.8466372439528698
2629,FIN,2005,Finland,2265.635,2616.847,1925.481,0.7358019020599981,False,0.5079972113178836,0.49200278868211644,2271.164,0.8477947871664044
2632,FIN,2006,Finland,2336.174,2692.855,1984.211,0.7368428675142182,False,0.5033288929279018,0.49667110707209816,2338.533,0.84848535385218
2635,FIN,2007,Finland,3052.066,3495.271,2606.696,0.745777938248565,False,0.4987817573080497,0.5012182426919503,3050.9835000000003,0.8543789240420342
2638,FIN,2008,Finland,3156.464,3669.396,2647.005,0.7213734903510005,False,0.5016984695679052,0.4983015304320948,3158.2005,0.8381370973755466
2641,FIN,2009,Finland,3396.454,3933.499,2868.588,0.7292713179792344,False,0.5043097498288588,0.4956902501711412,3401.0434999999998,0.8434434902111662
2644,FIN,2010,Finland,3452.691,3908.195,3008.14,0.7697005906818876,False,0.5060846281616126,0.4939153718383874,3458.1675,0.8698653260722622
2647,FIN,2011,Finland,3541.288,3951.765,3137.946,0.7940618938626158,False,0.5043836528761307,0.49561634712386926,3544.8554999999997,0.8852112589638704
2650,FIN,2012,Finland,3691.604,4165.486,3232.304,0.7759728396638472,False,0.5078130525449486,0.4921869474550514,3698.895,0.8738566517838435
2653,FIN,2013,Finland,3809.484,4308.903,3326.753,0.7720649548156456,False,0.5084956473043836,0.49150435269561643,3817.8280000000004,0.8713731996307847
2656,FIN,2014,Finland,3965.993,4432.131,3532.456,0.7970107381753834,False,0.5181182093533779,0.48188179064662207,3982.2935,0.8870405960786165
